indicator,iso3,year,value,ci_lo,ci_hi
wgi.voice_accountability,ITA,2011,71.650431,67.7925359,75.5083261
wgi.voice_accountability,ITA,2012,72.3763152,68.5184201,76.2342103
wgi.voice_accountability,ITA,2013,72.7085037,68.7395675,76.6774399
wgi.voice_accountability,ITA,2014,73.9186643,69.9497281,77.8876005
wgi.voice_accountability,ITA,2015,74.7209854,70.2489699,79.1930008
wgi.voice_accountability,ITA,2016,74.966414,70.4943986,79.4384295
wgi.voice_accountability,ITA,2017,74.1498302,69.8054989,78.4941615
wgi.voice_accountability,ITA,2018,72.7359563,68.0982501,77.3736626
wgi.voice_accountability,ITA,2019,72.4991372,67.8614309,77.1368434
wgi.voice_accountability,ITA,2020,74.6993348,70.0616285,79.3370411
wgi.voice_accountability,ITA,2021,74.7077693,70.070063,79.3454755
wgi.voice_accountability,ITA,2022,75.0405073,70.4028011,79.6782136
wgi.voice_accountability,ITA,2023,75.8668786,71.1860724,80.5476847
wgi.voice_accountability,ITA,2024,75.530479,70.8496729,80.2112851
wgi.voice_accountability,JAM,1996,61.4226835,55.8545099,66.9908571
wgi.voice_accountability,JAM,1998,63.8314688,58.2632952,69.3996424
wgi.voice_accountability,JAM,2000,63.8799612,58.3117876,69.4481348
wgi.voice_accountability,JAM,2002,63.1620249,58.1783942,68.1456556
wgi.voice_accountability,JAM,2003,63.3549636,58.4777672,68.2321599
wgi.voice_accountability,JAM,2004,63.875078,59.0180166,68.7321395
wgi.voice_accountability,JAM,2005,66.4639167,61.6068552,71.3209781
wgi.voice_accountability,JAM,2006,68.8111685,63.9653681,73.6569688
wgi.voice_accountability,JAM,2007,69.5393315,64.6935312,74.3851319
wgi.voice_accountability,JAM,2008,67.5845468,62.7387464,72.4303471
wgi.voice_accountability,JAM,2009,67.4612417,62.6154414,72.3070421
wgi.voice_accountability,JAM,2010,65.318048,60.4722476,70.1638483
wgi.voice_accountability,JAM,2011,63.0218527,58.7765417,67.2671636
wgi.voice_accountability,JAM,2012,63.9190425,59.6737316,68.1643535
wgi.voice_accountability,JAM,2013,65.5194054,61.2740944,69.7647163
wgi.voice_accountability,JAM,2014,66.2872798,62.0419688,70.5325908
wgi.voice_accountability,JAM,2015,67.169603,62.9242921,71.414914
wgi.voice_accountability,JAM,2016,67.2494301,63.0041192,71.4947411
wgi.voice_accountability,JAM,2017,67.4206955,63.1753845,71.6660064
wgi.voice_accountability,JAM,2018,65.1174432,60.5996325,69.6352539
wgi.voice_accountability,JAM,2019,65.6772901,61.182047,70.1725331
wgi.voice_accountability,JAM,2020,65.8112874,61.3160444,70.3065304
wgi.voice_accountability,JAM,2021,65.6473048,61.1602512,70.1343584
wgi.voice_accountability,JAM,2022,65.6275112,61.1404576,70.1145648
wgi.voice_accountability,JAM,2023,65.4815405,60.9554861,70.0075949
wgi.voice_accountability,JAM,2024,65.3416046,60.8155502,69.867659
wgi.voice_accountability,JOR,1996,47.279218,41.7110444,52.8473915
wgi.voice_accountability,JOR,1998,45.0985899,39.5304163,50.6667634
wgi.voice_accountability,JOR,2000,48.1161082,42.5479346,53.6842818
wgi.voice_accountability,JOR,2002,44.3361692,39.4589729,49.2133655
wgi.voice_accountability,JOR,2003,44.99616,40.7625687,49.2297513
wgi.voice_accountability,JOR,2004,44.9480825,40.8817152,49.0144497
wgi.voice_accountability,JOR,2005,46.662502,42.6301036,50.6949004
wgi.voice_accountability,JOR,2006,46.989725,42.9635837,51.0158663
wgi.voice_accountability,JOR,2007,47.165492,43.2551227,51.0758614
wgi.voice_accountability,JOR,2008,46.954552,43.0441827,50.8649214
wgi.voice_accountability,JOR,2009,45.8780965,41.9677271,49.7884658
wgi.voice_accountability,JOR,2010,45.2004456,41.2900763,49.1108149
wgi.voice_accountability,JOR,2011,45.3024046,41.7286379,48.8761713
wgi.voice_accountability,JOR,2012,45.0624035,41.4886367,48.6361702
wgi.voice_accountability,JOR,2013,44.4412121,40.7797194,48.1027048
wgi.voice_accountability,JOR,2014,45.0915364,41.4300437,48.753029
wgi.voice_accountability,JOR,2015,46.1749737,42.1297704,50.2201769
wgi.voice_accountability,JOR,2016,46.5584392,42.3616836,50.7551948
wgi.voice_accountability,JOR,2017,46.7198052,42.6219842,50.8176261
wgi.voice_accountability,JOR,2018,45.6485828,41.3073232,49.9898424
wgi.voice_accountability,JOR,2019,45.6344653,41.2932057,49.9757249
wgi.voice_accountability,JOR,2020,45.0859863,40.7303659,49.4416067
wgi.voice_accountability,JOR,2021,44.3189975,39.9708279,48.6671671
wgi.voice_accountability,JOR,2022,43.5235881,39.1754185,47.8717577
wgi.voice_accountability,JOR,2023,43.6737717,39.2901421,48.0574014
wgi.voice_accountability,JOR,2024,44.3570076,39.973378,48.7406373
wgi.voice_accountability,JPN,1996,75.985773,70.441114,81.530432
wgi.voice_accountability,JPN,1998,75.1257462,69.5810872,80.6704052
wgi.voice_accountability,JPN,2000,75.168167,69.623508,80.712826
wgi.voice_accountability,JPN,2002,75.2402002,69.9068663,80.5735342
wgi.voice_accountability,JPN,2003,75.8499397,70.5292565,81.1706228
wgi.voice_accountability,JPN,2004,74.3857427,69.0650596,79.7064259
wgi.voice_accountability,JPN,2005,75.4073595,70.0866764,80.7280426
wgi.voice_accountability,JPN,2006,75.8939847,70.5868677,81.2011017
wgi.voice_accountability,JPN,2007,77.0953415,72.0453116,82.1453714
wgi.voice_accountability,JPN,2008,76.567834,71.5178041,81.6178639
wgi.voice_accountability,JPN,2009,78.7385942,73.6885643,83.7886241
wgi.voice_accountability,JPN,2010,78.8802174,73.8301875,83.9302473
wgi.voice_accountability,JPN,2011,79.6122572,75.2316328,83.9928817
wgi.voice_accountability,JPN,2012,79.5104015,75.129777,83.8910259
wgi.voice_accountability,JPN,2013,78.2998173,73.7545452,82.8450894
wgi.voice_accountability,JPN,2014,78.4535539,73.9082818,82.9988261
wgi.voice_accountability,JPN,2015,77.439983,72.8947109,81.9852552
wgi.voice_accountability,JPN,2016,77.2544812,72.7565025,81.7524598
wgi.voice_accountability,JPN,2017,77.8115906,73.313612,82.3095693
wgi.voice_accountability,JPN,2018,76.4575228,71.6314775,81.2835681
wgi.voice_accountability,JPN,2019,75.7090271,70.8829818,80.5350724
wgi.voice_accountability,JPN,2020,75.7748855,70.9488402,80.6009308
wgi.voice_accountability,JPN,2021,76.0165966,71.1905513,80.8426419
wgi.voice_accountability,JPN,2022,76.09673,71.2706847,80.9227753
wgi.voice_accountability,JPN,2023,76.6083575,71.7336868,81.4830282
wgi.voice_accountability,JPN,2024,76.3842312,71.4998378,81.2686245
wgi.voice_accountability,KAZ,1996,34.2127523,28.2042249,40.2212798
wgi.voice_accountability,KAZ,1998,38.1200622,32.5518886,43.6882358
wgi.voice_accountability,KAZ,2000,34.6097158,29.3817206,39.837711
wgi.voice_accountability,KAZ,2002,39.395164,34.7081918,44.0821363
wgi.voice_accountability,KAZ,2003,39.9794024,35.2924301,44.6663746
wgi.voice_accountability,KAZ,2004,39.1254542,34.456359,43.7945494
wgi.voice_accountability,KAZ,2005,41.115895,36.5394194,45.6923705
wgi.voice_accountability,KAZ,2006,41.9358516,37.3680153,46.5036879
wgi.voice_accountability,KAZ,2007,42.900125,38.4993149,47.300935
wgi.voice_accountability,KAZ,2008,44.8016619,40.4124892,49.1908346
wgi.voice_accountability,KAZ,2009,44.0635207,39.674348,48.4526933
wgi.voice_accountability,KAZ,2010,43.3402356,38.9510629,47.7294082
wgi.voice_accountability,KAZ,2011,42.9287958,38.9900252,46.8675664
wgi.voice_accountability,KAZ,2012,41.2958923,37.3571217,45.234663
wgi.voice_accountability,KAZ,2013,39.4424995,35.3853351,43.499664
wgi.voice_accountability,KAZ,2014,40.9561305,36.8989661,45.013295
wgi.voice_accountability,KAZ,2015,43.0048109,38.9476464,47.0619753
wgi.voice_accountability,KAZ,2016,42.4087461,38.3515816,46.4659106
wgi.voice_accountability,KAZ,2017,40.9828603,37.0209217,44.944799
wgi.voice_accountability,KAZ,2018,42.796491,38.6158307,46.9771513
wgi.voice_accountability,KAZ,2019,40.3488309,36.1681706,44.5294912
wgi.voice_accountability,KAZ,2020,41.3660073,37.0174072,45.7146075
wgi.voice_accountability,KAZ,2021,41.8293717,37.4807715,46.1779719
wgi.voice_accountability,KAZ,2022,41.4913864,37.3107261,45.6720467
wgi.voice_accountability,KAZ,2023,41.736451,37.524302,45.9486
wgi.voice_accountability,KAZ,2024,42.5722351,38.3600861,46.7843841
wgi.voice_accountability,KEN,1996,35.852298,30.2841244,41.4204716
wgi.voice_accountability,KEN,1998,34.7534112,29.1852376,40.3215848
wgi.voice_accountability,KEN,2000,35.0758806,29.7394924,40.4122687
wgi.voice_accountability,KEN,2002,41.1904433,36.4477431,45.9331435
wgi.voice_accountability,KEN,2003,48.3197427,44.1954492,52.4440362
wgi.voice_accountability,KEN,2004,52.2860867,48.2478039,56.3243695
wgi.voice_accountability,KEN,2005,53.2472499,49.4323059,57.0621939
wgi.voice_accountability,KEN,2006,54.292453,50.5810608,58.0038453
wgi.voice_accountability,KEN,2007,52.1044494,48.3930571,55.8158417
wgi.voice_accountability,KEN,2008,50.3606029,46.6492106,54.0719952
wgi.voice_accountability,KEN,2009,49.6174192,45.9060269,53.3288115
wgi.voice_accountability,KEN,2010,51.2465229,47.5351306,54.9579152
wgi.voice_accountability,KEN,2011,49.0454799,45.6255058,52.465454
wgi.voice_accountability,KEN,2012,50.6467686,47.2267945,54.0667427
wgi.voice_accountability,KEN,2013,52.1462418,48.7262677,55.5662159
wgi.voice_accountability,KEN,2014,53.4229696,50.0029956,56.8429437
wgi.voice_accountability,KEN,2015,52.1921054,48.4657992,55.9184115
wgi.voice_accountability,KEN,2016,51.806515,47.9627602,55.6502699
wgi.voice_accountability,KEN,2017,49.6994691,45.8557143,53.543224
wgi.voice_accountability,KEN,2018,47.5553687,43.5128696,51.5978679
wgi.voice_accountability,KEN,2019,48.0956706,44.0531714,52.1381697
wgi.voice_accountability,KEN,2020,49.2213466,45.1672626,53.2754307
wgi.voice_accountability,KEN,2021,49.1873936,45.1333095,53.2414776
wgi.voice_accountability,KEN,2022,52.4566065,48.4025225,56.5106905
wgi.voice_accountability,KEN,2023,52.1090946,48.0263152,56.1918739
wgi.voice_accountability,KEN,2024,50.649359,46.6722281,54.6264898
wgi.voice_accountability,KGZ,1996,40.9140405,33.8792441,47.9488369
wgi.voice_accountability,KGZ,1998,39.2430972,32.2083008,46.2778936
wgi.voice_accountability,KGZ,2000,34.252476,27.8690102,40.6359417
wgi.voice_accountability,KGZ,2002,40.3502626,34.8846239,45.8159014
wgi.voice_accountability,KGZ,2003,40.9127734,35.4471346,46.3784121
wgi.voice_accountability,KGZ,2004,41.8006781,36.3633321,47.2380241
wgi.voice_accountability,KGZ,2005,42.2644363,37.0455914,47.4832812
wgi.voice_accountability,KGZ,2006,46.3518538,41.7920389,50.9116688
wgi.voice_accountability,KGZ,2007,45.0448502,40.5327803,49.5569201
wgi.voice_accountability,KGZ,2008,40.643193,36.1311231,45.1552629
wgi.voice_accountability,KGZ,2009,40.2721613,35.7600914,44.7842312
wgi.voice_accountability,KGZ,2010,42.6697187,38.1576488,47.1817886
wgi.voice_accountability,KGZ,2011,45.7848012,41.7692979,49.8003045
wgi.voice_accountability,KGZ,2012,46.9033783,42.887875,50.9188815
wgi.voice_accountability,KGZ,2013,48.9664001,44.8252255,53.1075748
wgi.voice_accountability,KGZ,2014,51.2694914,47.1283168,55.4106661
wgi.voice_accountability,KGZ,2015,52.5021585,48.3609838,56.6433331
wgi.voice_accountability,KGZ,2016,52.4466773,48.3055027,56.587852
wgi.voice_accountability,KGZ,2017,51.8909383,47.850879,55.9309976
wgi.voice_accountability,KGZ,2018,52.0918073,47.8190525,56.3645622
wgi.voice_accountability,KGZ,2019,49.9235378,45.6507829,54.1962926
wgi.voice_accountability,KGZ,2020,48.3251212,43.8570928,52.7931496
wgi.voice_accountability,KGZ,2021,47.8285896,43.3605612,52.296618
wgi.voice_accountability,KGZ,2022,45.6498693,41.3634257,49.9363128
wgi.voice_accountability,KGZ,2023,44.0616234,39.7412197,48.382027
wgi.voice_accountability,KGZ,2024,42.8239839,38.5035802,47.1443875
wgi.voice_accountability,KHM,1996,36.5529769,30.5444494,42.5615043
wgi.voice_accountability,KHM,1998,35.3413758,29.3328484,41.3499033
wgi.voice_accountability,KHM,2000,36.2247037,30.2161762,42.2332311
wgi.voice_accountability,KHM,2002,38.2974079,33.0726857,43.5221302
wgi.voice_accountability,KHM,2003,39.7522218,35.2851123,44.2193313
wgi.voice_accountability,KHM,2004,40.6819733,36.2303482,45.1335983
wgi.voice_accountability,KHM,2005,40.0618566,35.7325459,44.3911673
wgi.voice_accountability,KHM,2006,41.6525773,37.3305809,45.9745737
wgi.voice_accountability,KHM,2007,41.5003302,37.2190568,45.7816035
wgi.voice_accountability,KHM,2008,40.7724892,36.6355851,44.9093932
wgi.voice_accountability,KHM,2009,40.2579317,36.1210277,44.3948358
wgi.voice_accountability,KHM,2010,39.4279112,35.2910071,43.5648152
wgi.voice_accountability,KHM,2011,38.533646,34.7894366,42.2778555
wgi.voice_accountability,KHM,2012,38.9560248,35.2118154,42.7002343
wgi.voice_accountability,KHM,2013,38.8362676,34.9908045,42.6817307
wgi.voice_accountability,KHM,2014,38.0297161,34.184253,41.8751792
wgi.voice_accountability,KHM,2015,35.7157243,31.4181684,40.0132802
wgi.voice_accountability,KHM,2016,35.5099843,31.2124284,39.8075402
wgi.voice_accountability,KHM,2017,35.6591422,31.3615864,39.9566981
wgi.voice_accountability,KHM,2018,30.2862352,25.7053052,34.8671651
wgi.voice_accountability,KHM,2019,30.7308457,26.1499157,35.3117756
wgi.voice_accountability,KHM,2020,32.6413141,28.0353451,37.2472831
wgi.voice_accountability,KHM,2021,31.5905697,26.9927586,36.1883808
wgi.voice_accountability,KHM,2022,30.5089596,25.902336,35.1155832
wgi.voice_accountability,KHM,2023,30.0876992,25.4388456,34.7365528
wgi.voice_accountability,KHM,2024,27.6085959,22.9597423,32.2574495
wgi.voice_accountability,KIR,1996,77.7773103,67.1172461,88.4373745
wgi.voice_accountability,KIR,1998,77.9016339,67.2415698,88.5616981
wgi.voice_accountability,KIR,2000,77.1196647,66.4596006,87.7797289
wgi.voice_accountability,KIR,2002,73.8545369,63.1944727,84.5146011
wgi.voice_accountability,KIR,2003,72.6678419,62.0077777,83.3279061
wgi.voice_accountability,KIR,2004,66.5755475,57.935022,75.216073
wgi.voice_accountability,KIR,2005,61.8630584,53.8136129,69.9125038
wgi.voice_accountability,KIR,2006,62.4718282,54.4223828,70.5212737
wgi.voice_accountability,KIR,2007,60.7169867,52.6675412,68.7664321
wgi.voice_accountability,KIR,2008,59.7795008,51.7300554,67.8289463
wgi.voice_accountability,KIR,2009,59.4356452,51.4757617,67.3955286
wgi.voice_accountability,KIR,2010,60.0355553,52.0756718,67.9954387
wgi.voice_accountability,KIR,2011,67.4818474,59.521964,75.4417309
wgi.voice_accountability,KIR,2012,67.7234903,59.7636068,75.6833737
wgi.voice_accountability,KIR,2013,67.5481906,59.5883072,75.5080741
wgi.voice_accountability,KIR,2014,67.5924282,59.6325447,75.5523116
wgi.voice_accountability,KIR,2015,67.5365375,59.576654,75.4964209
wgi.voice_accountability,KIR,2016,67.6104172,59.6505338,75.5703007
wgi.voice_accountability,KIR,2017,67.7660301,59.8061466,75.7259135
wgi.voice_accountability,KIR,2018,71.2631762,60.8888261,81.6375262
wgi.voice_accountability,KIR,2019,72.3109242,63.1429612,81.4788872
wgi.voice_accountability,KIR,2020,72.3530439,63.1850809,81.5210069
wgi.voice_accountability,KIR,2021,74.1358579,64.9678949,83.3038209
wgi.voice_accountability,KIR,2022,74.1092454,64.9412824,83.2772084
wgi.voice_accountability,KIR,2023,74.0829111,64.9149481,83.2508741
wgi.voice_accountability,KIR,2024,73.877803,64.70984,83.045766
wgi.voice_accountability,KNA,1996,75.1029229,64.4428588,85.7629871
wgi.voice_accountability,KNA,1998,75.0667873,64.4067231,85.7268515
wgi.voice_accountability,KNA,2000,75.0871287,64.4270645,85.7471929
wgi.voice_accountability,KNA,2002,73.9347701,63.2747059,84.5948343
wgi.voice_accountability,KNA,2003,71.6248301,60.9647659,82.2848943
wgi.voice_accountability,KNA,2004,65.1920651,56.662038,73.7220921
wgi.voice_accountability,KNA,2005,77.2442142,68.7141872,85.7742412
wgi.voice_accountability,KNA,2006,77.3997763,68.8697493,85.9298034
wgi.voice_accountability,KNA,2007,77.6467469,69.1167199,86.176774
wgi.voice_accountability,KNA,2008,75.5884928,67.0584657,84.1185198
wgi.voice_accountability,KNA,2009,76.5349503,68.0049233,85.0649774
wgi.voice_accountability,KNA,2010,77.4524798,68.8119543,86.0930053
wgi.voice_accountability,KNA,2011,76.4454934,67.8049679,85.0860189
wgi.voice_accountability,KNA,2012,76.1358761,67.4953506,84.7764016
wgi.voice_accountability,KNA,2013,75.4746793,66.8341538,84.1152048
wgi.voice_accountability,KNA,2014,75.5268052,66.8862797,84.1673307
wgi.voice_accountability,KNA,2015,69.4302262,63.2632295,75.597223
wgi.voice_accountability,KNA,2016,69.4869308,63.3218646,75.651997
wgi.voice_accountability,KNA,2017,69.2165979,63.0515317,75.3816641
wgi.voice_accountability,KNA,2018,64.7590272,57.6556823,71.8623721
wgi.voice_accountability,KNA,2019,64.2839974,57.1806525,71.3873423
wgi.voice_accountability,KNA,2020,64.5441737,57.4408288,71.6475186
wgi.voice_accountability,KNA,2021,64.395231,57.2889334,71.5015286
wgi.voice_accountability,KNA,2022,64.3462135,57.2399159,71.4525111
wgi.voice_accountability,KNA,2023,64.4011608,57.2948633,71.5074584
wgi.voice_accountability,KNA,2024,64.8982368,57.7919392,72.0045343
wgi.voice_accountability,KOR,1996,67.3526265,61.8079676,72.8972855
wgi.voice_accountability,KOR,1998,68.8594281,63.3147691,74.4040871
wgi.voice_accountability,KOR,2000,69.0454095,63.5007505,74.5900685
wgi.voice_accountability,KOR,2002,70.5800558,65.7186869,75.4414246
wgi.voice_accountability,KOR,2003,70.7341354,65.882351,75.5859199
wgi.voice_accountability,KOR,2004,68.4736155,63.621831,73.3253999
wgi.voice_accountability,KOR,2005,69.5938448,64.7994562,74.3882333
wgi.voice_accountability,KOR,2006,71.4698928,66.6854369,76.2543487
wgi.voice_accountability,KOR,2007,72.0025828,67.2181269,76.7870387
wgi.voice_accountability,KOR,2008,70.1545615,65.3701056,74.9390174
wgi.voice_accountability,KOR,2009,71.8459215,67.2523933,76.4394498
wgi.voice_accountability,KOR,2010,72.179393,67.5858647,76.7729212
wgi.voice_accountability,KOR,2011,71.6512571,67.5786624,75.7238517
wgi.voice_accountability,KOR,2012,71.9081254,67.8355307,75.98072
wgi.voice_accountability,KOR,2013,71.0649535,66.8610709,75.268836
wgi.voice_accountability,KOR,2014,70.6617766,66.4578941,74.8656592
wgi.voice_accountability,KOR,2015,68.9463857,64.7425031,73.1502683
wgi.voice_accountability,KOR,2016,68.9577571,64.7538745,73.1616396
wgi.voice_accountability,KOR,2017,72.1621302,68.0639102,76.2603503
wgi.voice_accountability,KOR,2018,72.7204999,68.3787642,77.0622356
wgi.voice_accountability,KOR,2019,72.3281046,67.9863689,76.6698403
wgi.voice_accountability,KOR,2020,73.3976554,69.0559198,77.7393911
wgi.voice_accountability,KOR,2021,74.2070528,69.8653171,78.5487885
wgi.voice_accountability,KOR,2022,73.4330367,69.0913011,77.7747724
wgi.voice_accountability,KOR,2023,72.9350857,68.5580492,77.3121221
wgi.voice_accountability,KOR,2024,70.987799,66.6107626,75.3648354
wgi.voice_accountability,KWT,1996,52.0152917,46.4471181,57.5834653
wgi.voice_accountability,KWT,1998,51.878382,46.3102084,57.4465556
wgi.voice_accountability,KWT,2000,51.8812279,46.3130543,57.4494015
wgi.voice_accountability,KWT,2002,52.834592,47.4137088,58.2554751
wgi.voice_accountability,KWT,2003,52.4727963,47.0519131,57.8936794
wgi.voice_accountability,KWT,2004,53.1339878,48.0284768,58.2394988
wgi.voice_accountability,KWT,2005,53.0456562,47.9959256,58.0953868
wgi.voice_accountability,KWT,2006,51.1449174,46.5102391,55.7795958
wgi.voice_accountability,KWT,2007,51.0116797,46.3770014,55.6463581
wgi.voice_accountability,KWT,2008,51.6195867,46.9849084,56.254265
wgi.voice_accountability,KWT,2009,51.9045605,47.2698821,56.5392388
wgi.voice_accountability,KWT,2010,51.8837465,47.2490682,56.5184248
wgi.voice_accountability,KWT,2011,51.723968,47.0892897,56.3586464
wgi.voice_accountability,KWT,2012,50.0335899,45.3989116,54.6682682
wgi.voice_accountability,KWT,2013,49.322245,44.4555029,54.1889871
wgi.voice_accountability,KWT,2014,49.3499917,44.4838517,54.2161317
wgi.voice_accountability,KWT,2015,49.3808048,44.5146648,54.2469448
wgi.voice_accountability,KWT,2016,49.5532621,44.6871221,54.4194021
wgi.voice_accountability,KWT,2017,49.5289896,44.6524007,54.4055786
wgi.voice_accountability,KWT,2018,49.5918481,44.2887742,54.894922
wgi.voice_accountability,KWT,2019,49.5348985,44.2318246,54.8379724
wgi.voice_accountability,KWT,2020,48.643796,43.3407221,53.9468699
wgi.voice_accountability,KWT,2021,47.0402897,41.7372158,52.3433636
wgi.voice_accountability,KWT,2022,47.1495805,41.8668358,52.4323253
wgi.voice_accountability,KWT,2023,47.4764763,42.9064049,52.0465477
wgi.voice_accountability,KWT,2024,44.2764629,39.7058927,48.8470332
wgi.voice_accountability,LAO,1996,34.3704707,27.3356743,41.4052671
wgi.voice_accountability,LAO,1998,32.9156919,25.8808955,39.9504883
wgi.voice_accountability,LAO,2000,32.7254556,25.6906592,39.760252
wgi.voice_accountability,LAO,2002,27.0993785,21.2413899,32.957367
wgi.voice_accountability,LAO,2003,26.4175515,20.559563,32.2755401
wgi.voice_accountability,LAO,2004,30.7856565,25.9615242,35.6097887
wgi.voice_accountability,LAO,2005,30.458703,25.7451287,35.1722773
wgi.voice_accountability,LAO,2006,31.6830896,27.3262755,36.0399036
wgi.voice_accountability,LAO,2007,31.6545063,27.2976922,36.0113203
wgi.voice_accountability,LAO,2008,31.7533376,27.3965235,36.1101516
wgi.voice_accountability,LAO,2009,31.438095,27.0812809,35.7949091
wgi.voice_accountability,LAO,2010,32.2355434,27.8787293,36.5923575
wgi.voice_accountability,LAO,2011,32.3003376,27.9435235,36.6571517
wgi.voice_accountability,LAO,2012,32.2195391,27.1689386,37.2701396
wgi.voice_accountability,LAO,2013,32.3712489,27.3746664,37.3678315
wgi.voice_accountability,LAO,2014,32.7362073,27.7396248,37.7327899
wgi.voice_accountability,LAO,2015,32.6651717,27.6685892,37.6617543
wgi.voice_accountability,LAO,2016,33.3056893,28.3091068,38.3022719
wgi.voice_accountability,LAO,2017,32.5058781,27.4979837,37.5137725
wgi.voice_accountability,LAO,2018,32.9735131,27.5003133,38.4467129
wgi.voice_accountability,LAO,2019,31.5083447,26.0351449,36.9815446
wgi.voice_accountability,LAO,2020,31.1654727,25.6634148,36.6675306
wgi.voice_accountability,LAO,2021,32.3778071,26.8757492,37.8798651
wgi.voice_accountability,LAO,2022,32.370064,26.8680061,37.8721219
wgi.voice_accountability,LAO,2023,31.7885806,26.2141411,37.3630201
wgi.voice_accountability,LAO,2024,31.0998769,25.5254374,36.6743164
wgi.voice_accountability,LBN,1996,44.0684966,38.3289579,49.8080353
wgi.voice_accountability,LBN,1998,44.3256782,38.5861395,50.0652169
wgi.voice_accountability,LBN,2000,45.7734456,40.0339069,51.5129843
wgi.voice_accountability,LBN,2002,43.2306892,38.3032923,48.1580862
wgi.voice_accountability,LBN,2003,42.921569,37.9941721,47.848966
wgi.voice_accountability,LBN,2004,46.9992902,42.3301949,51.6683854
wgi.voice_accountability,LBN,2005,50.5871446,45.9180494,55.2562399
wgi.voice_accountability,LBN,2006,53.4555313,48.9730248,57.9380377
wgi.voice_accountability,LBN,2007,51.3148719,46.8777424,55.7520014
wgi.voice_accountability,LBN,2008,51.8638934,47.4267639,56.3010229
wgi.voice_accountability,LBN,2009,50.3916698,46.4471829,54.3361568
wgi.voice_accountability,LBN,2010,50.8342745,46.9156825,54.7528665
wgi.voice_accountability,LBN,2011,50.6218783,47.0418387,54.2019179
wgi.voice_accountability,LBN,2012,51.2287754,47.6487358,54.808815
wgi.voice_accountability,LBN,2013,50.2137255,46.5454839,53.8819672
wgi.voice_accountability,LBN,2014,48.8067704,45.1385288,52.4750121
wgi.voice_accountability,LBN,2015,47.1877219,43.1334139,51.24203
wgi.voice_accountability,LBN,2016,46.0621999,42.0078918,50.1165079
wgi.voice_accountability,LBN,2017,46.0819602,42.0276521,50.1362683
wgi.voice_accountability,LBN,2018,46.9459916,42.4743629,51.4176202
wgi.voice_accountability,LBN,2019,46.0597688,41.5881401,50.5313974
wgi.voice_accountability,LBN,2020,44.7916942,40.3043711,49.2790173
wgi.voice_accountability,LBN,2021,43.5085692,39.0212461,47.9958924
wgi.voice_accountability,LBN,2022,43.2213919,38.7340688,47.708715
wgi.voice_accountability,LBN,2023,43.5940654,39.0677362,48.1203946
wgi.voice_accountability,LBN,2024,43.315368,38.7890388,47.8416972
wgi.voice_accountability,LBR,1996,30.3026193,23.94763,36.6576085
wgi.voice_accountability,LBR,1998,39.2734132,32.918424,45.6284025
wgi.voice_accountability,LBR,2000,37.0337422,31.0170446,43.0504398
wgi.voice_accountability,LBR,2002,34.2054573,28.975367,39.4355475
wgi.voice_accountability,LBR,2003,29.3116003,24.0815101,34.5416906
wgi.voice_accountability,LBR,2004,38.8925853,33.8346565,43.9505141
wgi.voice_accountability,LBR,2005,48.7398007,43.6818719,53.7977294
wgi.voice_accountability,LBR,2006,56.0888648,51.6295596,60.5481699
wgi.voice_accountability,LBR,2007,55.0469031,50.8145545,59.2792517
wgi.voice_accountability,LBR,2008,55.3052801,51.0883039,59.5222563
wgi.voice_accountability,LBR,2009,54.1631237,50.4297535,57.8964938
wgi.voice_accountability,LBR,2010,53.7887647,50.0553945,57.5221348
wgi.voice_accountability,LBR,2011,52.0832696,48.6461221,55.5204172
wgi.voice_accountability,LBR,2012,53.4090464,49.9890723,56.8290205
wgi.voice_accountability,LBR,2013,51.1307334,47.7107593,54.5507075
wgi.voice_accountability,LBR,2014,52.5054664,49.0854923,55.9254405
wgi.voice_accountability,LBR,2015,52.6788706,48.9525644,56.4051767
wgi.voice_accountability,LBR,2016,52.9239072,49.0801523,56.767662
wgi.voice_accountability,LBR,2017,56.0453553,52.2828645,59.8078461
wgi.voice_accountability,LBR,2018,54.4845114,50.5362334,58.4327893
wgi.voice_accountability,LBR,2019,52.7156643,48.7673863,56.6639423
wgi.voice_accountability,LBR,2020,53.442779,49.483709,57.401849
wgi.voice_accountability,LBR,2021,53.5700151,49.610945,57.5290851
wgi.voice_accountability,LBR,2022,53.9449849,49.9859149,57.9040549
wgi.voice_accountability,LBR,2023,54.9002672,50.9144849,58.8860495
wgi.voice_accountability,LBR,2024,54.893058,50.9072756,58.8788403
wgi.voice_accountability,LBY,1996,25.809361,20.2411874,31.3775346
wgi.voice_accountability,LBY,1998,24.3249732,18.7567996,29.8931468
wgi.voice_accountability,LBY,2000,24.3275636,18.9911754,29.6639517
wgi.voice_accountability,LBY,2002,23.7312083,18.9666089,28.4958076
wgi.voice_accountability,LBY,2003,24.3076072,19.5430079,29.0722065
wgi.voice_accountability,LBY,2004,23.5032243,19.4827013,27.5237473
wgi.voice_accountability,LBY,2005,24.3294083,20.3088853,28.3499313
wgi.voice_accountability,LBY,2006,25.9245362,21.9040132,29.9450592
wgi.voice_accountability,LBY,2007,25.9010881,21.907974,29.8942022
wgi.voice_accountability,LBY,2008,25.8404105,21.8472963,29.8335246
wgi.voice_accountability,LBY,2009,25.9573848,21.9642707,29.9504989
