indicator,iso3,year,value,ci_lo,ci_hi
wgi.voice_accountability,CHN,2008,30.7391068,26.6915582,34.7866554
wgi.voice_accountability,CHN,2009,30.8778001,26.8302515,34.9253486
wgi.voice_accountability,CHN,2010,30.6803562,26.6328076,34.7279048
wgi.voice_accountability,CHN,2011,32.8859009,29.2083286,36.5634731
wgi.voice_accountability,CHN,2012,31.3801075,27.3131889,35.4470261
wgi.voice_accountability,CHN,2013,31.0798663,26.8822304,35.2775022
wgi.voice_accountability,CHN,2014,32.9618757,28.7642397,37.1595116
wgi.voice_accountability,CHN,2015,32.4786757,28.2810398,36.6763116
wgi.voice_accountability,CHN,2016,32.5243345,28.3266985,36.7219704
wgi.voice_accountability,CHN,2017,32.6878882,28.4902523,36.8855241
wgi.voice_accountability,CHN,2018,31.4352456,26.9747625,35.8957286
wgi.voice_accountability,CHN,2019,30.5511564,26.0906733,35.0116394
wgi.voice_accountability,CHN,2020,29.8557072,25.5065557,34.2048587
wgi.voice_accountability,CHN,2021,28.6055622,24.2564107,32.9547137
wgi.voice_accountability,CHN,2022,28.5527082,24.2035567,32.9018596
wgi.voice_accountability,CHN,2023,28.0278575,23.6432197,32.4124953
wgi.voice_accountability,CHN,2024,27.9142454,23.5225383,32.3059524
wgi.voice_accountability,CIV,1996,40.3851556,34.816982,45.9533292
wgi.voice_accountability,CIV,1998,39.4615737,33.8934001,45.0297473
wgi.voice_accountability,CIV,2000,33.3101752,27.9737871,38.6465633
wgi.voice_accountability,CIV,2002,33.7660275,29.0014282,38.5306268
wgi.voice_accountability,CIV,2003,33.6002212,28.8356219,38.3648205
wgi.voice_accountability,CIV,2004,31.5272019,26.8938573,36.1605466
wgi.voice_accountability,CIV,2005,32.3448867,27.9990257,36.6907477
wgi.voice_accountability,CIV,2006,35.6007102,31.2548492,39.9465712
wgi.voice_accountability,CIV,2007,36.2569083,31.9110472,40.6027693
wgi.voice_accountability,CIV,2008,37.2353814,32.9240808,41.546682
wgi.voice_accountability,CIV,2009,38.302958,34.4528252,42.1530907
wgi.voice_accountability,CIV,2010,38.9091269,35.0589942,42.7592597
wgi.voice_accountability,CIV,2011,38.8771621,35.0386108,42.7157135
wgi.voice_accountability,CIV,2012,42.1768154,38.658122,45.6955087
wgi.voice_accountability,CIV,2013,42.7566396,39.316016,46.1972631
wgi.voice_accountability,CIV,2014,44.8808711,41.1278072,48.6339351
wgi.voice_accountability,CIV,2015,46.3013539,42.5482899,50.0544179
wgi.voice_accountability,CIV,2016,45.8523538,42.0085989,49.6961087
wgi.voice_accountability,CIV,2017,46.4161702,42.5724154,50.2599251
wgi.voice_accountability,CIV,2018,48.4347113,44.3922122,52.4772104
wgi.voice_accountability,CIV,2019,48.7241989,44.6816998,52.7666981
wgi.voice_accountability,CIV,2020,45.1784572,41.1243732,49.2325412
wgi.voice_accountability,CIV,2021,44.4484319,40.3656525,48.5312113
wgi.voice_accountability,CIV,2022,45.3022051,41.2194257,49.3849844
wgi.voice_accountability,CIV,2023,45.5874151,41.5046358,49.6701945
wgi.voice_accountability,CIV,2024,46.0558972,41.9731179,50.1386766
wgi.voice_accountability,CMR,1996,31.5663865,25.9982129,37.1345601
wgi.voice_accountability,CMR,1998,30.0702265,24.5020529,35.6384
wgi.voice_accountability,CMR,2000,30.2712706,24.9348824,35.6076587
wgi.voice_accountability,CMR,2002,33.3404808,28.5758815,38.1050801
wgi.voice_accountability,CMR,2003,34.4696013,29.750435,39.1887677
wgi.voice_accountability,CMR,2004,37.7840407,33.1925077,42.3755736
wgi.voice_accountability,CMR,2005,38.2771873,34.0063105,42.5480642
wgi.voice_accountability,CMR,2006,40.2200913,35.9562382,44.4839445
wgi.voice_accountability,CMR,2007,40.6130555,36.4860018,44.7401091
wgi.voice_accountability,CMR,2008,40.3260217,36.198968,44.4530753
wgi.voice_accountability,CMR,2009,39.3981062,35.2710526,43.5251599
wgi.voice_accountability,CMR,2010,38.8010841,34.6740304,42.9281377
wgi.voice_accountability,CMR,2011,39.0061012,35.2797951,42.7324074
wgi.voice_accountability,CMR,2012,37.7733257,34.0470195,41.4996318
wgi.voice_accountability,CMR,2013,38.0167853,34.2904791,41.7430914
wgi.voice_accountability,CMR,2014,39.9885912,36.262285,43.7148973
wgi.voice_accountability,CMR,2015,39.7021454,35.9758393,43.4284516
wgi.voice_accountability,CMR,2016,38.2898153,34.4460605,42.1335702
wgi.voice_accountability,CMR,2017,37.5741648,33.73041,41.4179197
wgi.voice_accountability,CMR,2018,35.4806834,31.4381842,39.5231825
wgi.voice_accountability,CMR,2019,34.9263095,30.8838104,38.9688087
wgi.voice_accountability,CMR,2020,35.8409283,31.7868443,39.8950124
wgi.voice_accountability,CMR,2021,35.059913,31.005829,39.1139971
wgi.voice_accountability,CMR,2022,35.0777533,31.0236693,39.1318373
wgi.voice_accountability,CMR,2023,35.0991466,31.0163673,39.181926
wgi.voice_accountability,CMR,2024,35.1152314,31.032452,39.1980108
wgi.voice_accountability,COD,1996,22.7834555,16.1700525,29.3968585
wgi.voice_accountability,COD,1998,24.4967304,17.8833274,31.1101333
wgi.voice_accountability,COD,2000,25.6229648,19.3883612,31.8575684
wgi.voice_accountability,COD,2002,25.905728,20.6756377,31.1358182
wgi.voice_accountability,COD,2003,27.5395101,22.3094198,32.7696003
wgi.voice_accountability,COD,2004,28.8464017,24.213057,33.4797463
wgi.voice_accountability,COD,2005,30.9286413,26.5827803,35.2745023
wgi.voice_accountability,COD,2006,36.381785,32.1805068,40.5830632
wgi.voice_accountability,COD,2007,36.921637,32.7643006,41.0789735
wgi.voice_accountability,COD,2008,34.2658199,30.1084834,38.4231563
wgi.voice_accountability,COD,2009,33.7486196,30.0045974,37.4926417
wgi.voice_accountability,COD,2010,33.4557732,29.711751,37.1997953
wgi.voice_accountability,COD,2011,31.6359274,27.7906655,35.4811892
wgi.voice_accountability,COD,2012,31.5394782,27.6942163,35.38474
wgi.voice_accountability,COD,2013,31.6783762,27.934354,35.4223983
wgi.voice_accountability,COD,2014,33.2532081,29.5091859,36.9972303
wgi.voice_accountability,COD,2015,33.8795277,29.7221912,38.0368641
wgi.voice_accountability,COD,2016,32.1806696,27.892306,36.4690332
wgi.voice_accountability,COD,2017,31.091859,26.9154868,35.2682312
wgi.voice_accountability,COD,2018,33.1697702,28.7347778,37.6047627
wgi.voice_accountability,COD,2019,36.2183503,31.7833578,40.6533427
wgi.voice_accountability,COD,2020,37.1460557,32.6957486,41.5963628
wgi.voice_accountability,COD,2021,36.8553096,32.8835258,40.8270934
wgi.voice_accountability,COD,2022,36.8240239,32.8522401,40.7958077
wgi.voice_accountability,COD,2023,37.1491449,33.1503915,41.1478983
wgi.voice_accountability,COD,2024,35.6079912,31.6092378,39.6067446
wgi.voice_accountability,COG,1996,40.9343889,34.5793997,47.2893782
wgi.voice_accountability,COG,1998,27.6432403,21.2882511,33.9982296
wgi.voice_accountability,COG,2000,29.6162119,23.5995143,35.6329095
wgi.voice_accountability,COG,2002,37.888562,32.0564789,43.7206452
wgi.voice_accountability,COG,2003,38.9209744,33.0888912,44.7530575
wgi.voice_accountability,COG,2004,38.1771028,32.5809288,43.7732769
wgi.voice_accountability,COG,2005,36.6018018,31.9286145,41.2749891
wgi.voice_accountability,COG,2006,36.1346761,31.7888151,40.4805371
wgi.voice_accountability,COG,2007,35.8845691,31.538708,40.2304301
wgi.voice_accountability,COG,2008,36.6785555,32.3326945,41.0244165
wgi.voice_accountability,COG,2009,36.9281427,32.5896835,41.2666019
wgi.voice_accountability,COG,2010,37.6401142,33.301655,41.9785734
wgi.voice_accountability,COG,2011,37.6327877,33.2943285,41.9712469
wgi.voice_accountability,COG,2012,36.8714241,32.5329649,41.2098834
wgi.voice_accountability,COG,2013,37.4664388,33.2718483,41.6610293
wgi.voice_accountability,COG,2014,37.1922833,32.9976928,41.3868738
wgi.voice_accountability,COG,2015,38.7039417,34.5093512,42.8985322
wgi.voice_accountability,COG,2016,36.9744333,32.6101474,41.3387192
wgi.voice_accountability,COG,2017,36.9043691,32.5400832,41.268655
wgi.voice_accountability,COG,2018,35.6500602,30.98805,40.3120704
wgi.voice_accountability,COG,2019,34.3638478,29.5872103,39.1404853
wgi.voice_accountability,COG,2020,35.4212134,30.6254264,40.2170004
wgi.voice_accountability,COG,2021,34.579552,30.3679911,38.7911129
wgi.voice_accountability,COG,2022,34.6222143,30.4106534,38.8337752
wgi.voice_accountability,COG,2023,34.4073835,30.210971,38.603796
wgi.voice_accountability,COG,2024,33.8373029,29.6408904,38.0337154
wgi.voice_accountability,COL,1996,46.0850739,40.5449445,51.6252032
wgi.voice_accountability,COL,1998,46.9643692,41.4242398,52.5044985
wgi.voice_accountability,COL,2000,46.4837911,40.9436617,52.0239204
wgi.voice_accountability,COL,2002,48.3780242,43.5197061,53.2363424
wgi.voice_accountability,COL,2003,48.4317971,43.573479,53.2901153
wgi.voice_accountability,COL,2004,52.5017296,48.2839466,56.7195127
wgi.voice_accountability,COL,2005,52.6690307,48.489116,56.8489453
wgi.voice_accountability,COL,2006,53.8271896,49.6538629,58.0005164
wgi.voice_accountability,COL,2007,54.6667438,50.6219448,58.7115427
wgi.voice_accountability,COL,2008,54.8009984,50.7561994,58.8457973
wgi.voice_accountability,COL,2009,54.4023529,50.357554,58.4471519
wgi.voice_accountability,COL,2010,54.2907413,50.2459423,58.3355403
wgi.voice_accountability,COL,2011,56.6931907,53.017682,60.3686994
wgi.voice_accountability,COL,2012,55.9300069,51.8658817,59.9941321
wgi.voice_accountability,COL,2013,54.8880505,50.6934827,59.0826182
wgi.voice_accountability,COL,2014,55.8546972,51.6601295,60.049265
wgi.voice_accountability,COL,2015,57.1433985,52.9488307,61.3379662
wgi.voice_accountability,COL,2016,57.4468041,53.2522364,61.6413719
wgi.voice_accountability,COL,2017,57.2127136,53.0181458,61.4072813
wgi.voice_accountability,COL,2018,58.2793678,53.822569,62.7361666
wgi.voice_accountability,COL,2019,58.2585713,53.8017725,62.7153701
wgi.voice_accountability,COL,2020,57.9482784,53.4759392,62.4206177
wgi.voice_accountability,COL,2021,56.6767594,52.2044201,61.1490986
wgi.voice_accountability,COL,2022,57.3542597,52.8819205,61.826599
wgi.voice_accountability,COL,2023,57.3811943,52.870241,61.8921475
wgi.voice_accountability,COL,2024,57.4541954,52.9432422,61.9651487
wgi.voice_accountability,COM,1996,46.6658572,39.6310608,53.7006536
wgi.voice_accountability,COM,1998,45.5597769,38.5249805,52.5945733
wgi.voice_accountability,COM,2000,38.2520555,31.6681862,44.8359248
wgi.voice_accountability,COM,2002,48.5107018,42.1665782,54.8548255
wgi.voice_accountability,COM,2003,46.9547603,40.6106366,53.298884
wgi.voice_accountability,COM,2004,46.1796451,40.1358921,52.2233981
wgi.voice_accountability,COM,2005,45.4876492,39.6565042,51.3187942
wgi.voice_accountability,COM,2006,49.7614314,44.5557799,54.967083
wgi.voice_accountability,COM,2007,47.7235939,42.5179424,52.9292454
wgi.voice_accountability,COM,2008,47.7479976,42.5423461,52.9536492
wgi.voice_accountability,COM,2009,46.8821547,41.6892083,52.0751012
wgi.voice_accountability,COM,2010,46.5685241,41.3755777,51.7614706
wgi.voice_accountability,COM,2011,47.7750005,42.582054,52.9679469
wgi.voice_accountability,COM,2012,47.2522991,42.0593527,52.4452456
wgi.voice_accountability,COM,2013,45.9661375,41.0147779,50.9174971
wgi.voice_accountability,COM,2014,46.4062288,41.4548692,51.3575884
wgi.voice_accountability,COM,2015,44.9984669,40.0471072,49.9498265
wgi.voice_accountability,COM,2016,44.4460866,39.5556864,49.3364868
wgi.voice_accountability,COM,2017,44.4906094,39.5896027,49.3916161
wgi.voice_accountability,COM,2018,42.5617388,37.22722,47.8962577
wgi.voice_accountability,COM,2019,35.9374738,30.602955,41.2719927
wgi.voice_accountability,COM,2020,35.5822766,30.2210489,40.9435042
wgi.voice_accountability,COM,2021,34.3964969,29.0352693,39.7577246
wgi.voice_accountability,COM,2022,34.2934843,28.9461326,39.640836
wgi.voice_accountability,COM,2023,34.4250768,29.0777251,39.7724284
wgi.voice_accountability,COM,2024,35.1817444,29.8343927,40.529096
wgi.voice_accountability,CPV,1996,71.7062254,63.7030075,79.7094433
wgi.voice_accountability,CPV,1998,71.5954102,63.5921923,79.598628
wgi.voice_accountability,CPV,2000,70.0183484,62.6612577,77.3754391
wgi.voice_accountability,CPV,2002,66.1744132,59.8817084,72.4671181
wgi.voice_accountability,CPV,2003,65.8722888,59.5795839,72.1649937
wgi.voice_accountability,CPV,2004,67.5783807,61.5791365,73.5776248
wgi.voice_accountability,CPV,2005,71.0197305,65.2285875,76.8108736
wgi.voice_accountability,CPV,2006,72.4237207,67.246593,77.6008484
wgi.voice_accountability,CPV,2007,73.5505992,68.3734715,78.7277269
wgi.voice_accountability,CPV,2008,73.807387,68.6302592,78.9845147
wgi.voice_accountability,CPV,2009,73.1108002,67.9336724,78.2879279
wgi.voice_accountability,CPV,2010,72.0301825,66.9111875,77.1491774
wgi.voice_accountability,CPV,2011,73.2372696,68.1182747,78.3562646
wgi.voice_accountability,CPV,2012,72.5617523,67.4427574,77.6807473
wgi.voice_accountability,CPV,2013,71.3703176,66.4831869,76.2574484
wgi.voice_accountability,CPV,2014,70.3903953,65.5032646,75.277526
wgi.voice_accountability,CPV,2015,70.3174117,65.4302809,75.2045424
wgi.voice_accountability,CPV,2016,69.5042425,64.6171118,74.3913733
wgi.voice_accountability,CPV,2017,69.6973702,64.8102395,74.584501
wgi.voice_accountability,CPV,2018,71.6772168,66.3605785,76.9938551
wgi.voice_accountability,CPV,2019,70.9958081,65.5072324,76.4843839
wgi.voice_accountability,CPV,2020,69.4419914,63.9243125,74.9596703
wgi.voice_accountability,CPV,2021,69.6631389,64.14546,75.1808178
wgi.voice_accountability,CPV,2022,69.8994557,64.3817768,75.4171346
wgi.voice_accountability,CPV,2023,69.7474589,64.1567736,75.3381441
wgi.voice_accountability,CPV,2024,70.6950996,65.1044143,76.2857849
wgi.voice_accountability,CRI,1996,76.1019545,70.5383683,81.6655407
wgi.voice_accountability,CRI,1998,76.2289963,70.6654102,81.7925825
wgi.voice_accountability,CRI,2000,75.8555597,70.2919735,81.4191459
wgi.voice_accountability,CRI,2002,76.5935399,71.7194258,81.4676541
wgi.voice_accountability,CRI,2003,75.7827196,70.9086055,80.6568338
wgi.voice_accountability,CRI,2004,75.2066007,70.3535263,80.0596751
wgi.voice_accountability,CRI,2005,74.7613356,69.9657009,79.5569703
wgi.voice_accountability,CRI,2006,75.2605801,70.4748868,80.0462734
wgi.voice_accountability,CRI,2007,75.4712593,70.8766337,80.065885
wgi.voice_accountability,CRI,2008,74.8268964,70.2322708,79.4215221
wgi.voice_accountability,CRI,2009,75.397033,70.8024074,79.9916587
wgi.voice_accountability,CRI,2010,76.4369714,71.8423458,81.0315971
wgi.voice_accountability,CRI,2011,76.2810102,71.6863846,80.8756359
wgi.voice_accountability,CRI,2012,76.0540502,71.2683569,80.8397435
wgi.voice_accountability,CRI,2013,75.9115502,71.1065989,80.7165015
wgi.voice_accountability,CRI,2014,76.8298148,72.612051,81.0475786
wgi.voice_accountability,CRI,2015,77.1279242,72.9101604,81.345688
wgi.voice_accountability,CRI,2016,76.7771743,72.5594105,80.9949381
wgi.voice_accountability,CRI,2017,77.4404556,73.2226918,81.6582194
wgi.voice_accountability,CRI,2018,77.9697974,73.4851434,82.4544514
wgi.voice_accountability,CRI,2019,77.803487,73.318833,82.288141
wgi.voice_accountability,CRI,2020,77.8892877,73.4046337,82.3739417
wgi.voice_accountability,CRI,2021,76.5700463,72.0853923,81.0547003
wgi.voice_accountability,CRI,2022,76.2945712,71.8099172,80.7792252
wgi.voice_accountability,CRI,2023,76.0739593,71.550371,80.5975476
wgi.voice_accountability,CRI,2024,74.5525589,70.0289706,79.0761472
wgi.voice_accountability,CUB,1996,32.3258475,26.7576739,37.8940211
wgi.voice_accountability,CUB,1998,30.9352205,25.3670469,36.5033941
wgi.voice_accountability,CUB,2000,30.5095092,24.9413356,36.0776828
wgi.voice_accountability,CUB,2002,30.237545,25.310148,35.164942
wgi.voice_accountability,CUB,2003,30.1224679,25.1950709,35.0498649
wgi.voice_accountability,CUB,2004,27.3063104,22.3996749,32.2129459
wgi.voice_accountability,CUB,2005,27.2476491,22.3410136,32.1542846
wgi.voice_accountability,CUB,2006,29.1600358,24.26404,34.0560315
wgi.voice_accountability,CUB,2007,29.9172757,25.02128,34.8132715
wgi.voice_accountability,CUB,2008,29.8729979,24.9770022,34.7689937
wgi.voice_accountability,CUB,2009,29.8607217,24.9647259,34.7567174
wgi.voice_accountability,CUB,2010,30.2585112,25.3418923,35.1751302
wgi.voice_accountability,CUB,2011,30.585372,25.668753,35.5019909
wgi.voice_accountability,CUB,2012,30.610313,25.7143173,35.5063088
wgi.voice_accountability,CUB,2013,31.1229277,26.2269319,36.0189234
wgi.voice_accountability,CUB,2014,31.8509454,26.9549497,36.7469412
wgi.voice_accountability,CUB,2015,32.3785177,27.482522,37.2745135
wgi.voice_accountability,CUB,2016,32.164408,27.2684123,37.0604038
wgi.voice_accountability,CUB,2017,32.0664238,27.1597883,36.9730593
wgi.voice_accountability,CUB,2018,34.3466534,29.0048727,39.688434
wgi.voice_accountability,CUB,2019,36.0283923,30.6866116,41.3701729
wgi.voice_accountability,CUB,2020,36.0220564,30.6534567,41.3906561
wgi.voice_accountability,CUB,2021,35.3352482,29.9666485,40.7038479
wgi.voice_accountability,CUB,2022,35.3256306,29.9570309,40.6942303
wgi.voice_accountability,CUB,2023,34.9817452,29.6131455,40.3503449
wgi.voice_accountability,CUB,2024,34.6460842,29.2774845,40.0146839
wgi.voice_accountability,CYM,1996,82.603065,69.4308913,95.7752387
wgi.voice_accountability,CYM,1998,82.5478902,69.3757165,95.7200639
wgi.voice_accountability,CYM,2000,82.5789501,69.4067764,95.7511238
wgi.voice_accountability,CYM,2002,82.8611567,69.688983,96.0333304
wgi.voice_accountability,CYM,2003,71.2205558,58.0483822,84.3927295
wgi.voice_accountability,CYM,2004,66.4962683,53.3240946,79.6684419
wgi.voice_accountability,CYM,2005,71.4017906,58.2296169,84.5739643
wgi.voice_accountability,CYM,2006,71.5889885,58.4168148,84.7611622
wgi.voice_accountability,CYM,2007,71.534785,58.3626114,84.7069587
wgi.voice_accountability,CYM,2008,71.4904722,58.3182985,84.6626459
wgi.voice_accountability,CYM,2009,69.2554464,60.5698642,77.9410285
wgi.voice_accountability,CYM,2010,69.2332952,60.5477131,77.9188774
wgi.voice_accountability,CYM,2011,69.2731502,60.587568,77.9587323
wgi.voice_accountability,CYM,2012,69.2399269,60.5543448,77.9255091
wgi.voice_accountability,CYM,2013,69.1909935,60.5054113,77.8765756
wgi.voice_accountability,CYM,2014,69.2436655,60.5580833,77.9292476
wgi.voice_accountability,CYM,2015,69.2570129,60.5714307,77.942595
wgi.voice_accountability,CYM,2016,69.2403873,60.5548051,77.9259694
wgi.voice_accountability,CYM,2017,69.2259319,60.5403498,77.9115141
wgi.voice_accountability,CYM,2018,66.0179795,55.27296,76.762999
wgi.voice_accountability,CYM,2019,66.0066081,55.2615886,76.7516277
wgi.voice_accountability,CYM,2020,65.9905706,55.2455511,76.7355901
wgi.voice_accountability,CYM,2021,73.7033364,62.9583169,84.4483559
wgi.voice_accountability,CYM,2022,73.666779,62.9217594,84.4117985
wgi.voice_accountability,CYM,2023,73.6306066,62.8855871,84.3756261
wgi.voice_accountability,CYM,2024,73.6108253,62.8658057,84.3558448
wgi.voice_accountability,CYP,1996,74.9140781,69.3459045,80.4822517
wgi.voice_accountability,CYP,1998,71.7041706,66.135997,77.2723442
wgi.voice_accountability,CYP,2000,73.2251142,67.6569406,78.7932877
wgi.voice_accountability,CYP,2002,75.0563961,69.4882225,80.6245697
wgi.voice_accountability,CYP,2003,74.6798913,69.2590082,80.1007744
wgi.voice_accountability,CYP,2004,72.9328051,67.6346809,78.2309293
wgi.voice_accountability,CYP,2005,75.2626402,69.964516,80.5607643
wgi.voice_accountability,CYP,2006,77.9202496,72.6355183,83.2049809
wgi.voice_accountability,CYP,2007,78.165414,72.8806827,83.4501452
wgi.voice_accountability,CYP,2008,78.5822095,73.2974782,83.8669408
wgi.voice_accountability,CYP,2009,77.9688505,72.6841192,83.2535818
wgi.voice_accountability,CYP,2010,76.9320923,71.647361,82.2168236
wgi.voice_accountability,CYP,2011,77.0213673,71.736636,82.3060985
wgi.voice_accountability,CYP,2012,76.1561352,70.8714039,81.4408665
wgi.voice_accountability,CYP,2013,75.161075,69.8763437,80.4458062
wgi.voice_accountability,CYP,2014,74.9591067,69.6743755,80.243838
wgi.voice_accountability,CYP,2015,74.5414851,69.2567538,79.8262164
wgi.voice_accountability,CYP,2016,74.6994013,69.41467,79.9841326
wgi.voice_accountability,CYP,2017,75.0825343,69.8179186,80.34715
wgi.voice_accountability,CYP,2018,75.2896237,69.476109,81.1031385
wgi.voice_accountability,CYP,2019,75.9989104,70.1853956,81.8124251
wgi.voice_accountability,CYP,2020,75.3727676,69.8318069,80.9137283
wgi.voice_accountability,CYP,2021,72.7343496,68.044752,77.4239473
wgi.voice_accountability,CYP,2022,72.4547001,67.7651025,77.1442977
wgi.voice_accountability,CYP,2023,72.5799252,67.8457487,77.3141016
wgi.voice_accountability,CYP,2024,72.3797719,67.6455955,77.1139484
wgi.voice_accountability,CZE,1996,74.08526,68.540601,79.629919
wgi.voice_accountability,CZE,1998,72.3377765,66.7931175,77.8824355
wgi.voice_accountability,CZE,2000,69.4788009,63.9341419,75.0234599
wgi.voice_accountability,CZE,2002,72.3867082,67.5253394,77.248077
wgi.voice_accountability,CZE,2003,73.2181849,68.3568161,78.0795537
wgi.voice_accountability,CZE,2004,71.4989749,66.6797311,76.3182188
wgi.voice_accountability,CZE,2005,73.7427923,68.9798084,78.5057761
wgi.voice_accountability,CZE,2006,74.3536571,69.6004135,79.1069008
wgi.voice_accountability,CZE,2007,73.5829963,68.8297526,78.33624
wgi.voice_accountability,CZE,2008,74.5857577,69.832514,79.3390014
wgi.voice_accountability,CZE,2009,74.3666177,69.613374,79.1198614
wgi.voice_accountability,CZE,2010,73.6576147,69.0917281,78.2235012
wgi.voice_accountability,CZE,2011,72.9507784,68.8974837,77.0040731
wgi.voice_accountability,CZE,2012,72.3470685,68.2937739,76.4003632
wgi.voice_accountability,CZE,2013,72.8109125,68.6282517,76.9935733
wgi.voice_accountability,CZE,2014,73.6817786,69.4991178,77.8644394
wgi.voice_accountability,CZE,2015,74.1253494,69.9426886,78.3080102
wgi.voice_accountability,CZE,2016,74.0399968,69.857336,78.2226576
wgi.voice_accountability,CZE,2017,71.3494407,67.2718053,75.427076
wgi.voice_accountability,CZE,2018,70.211021,65.8937398,74.5283022
wgi.voice_accountability,CZE,2019,72.4005859,68.0833047,76.7178671
wgi.voice_accountability,CZE,2020,74.3890559,70.0717747,78.7063371
wgi.voice_accountability,CZE,2021,75.0612863,70.7440051,79.3785675
wgi.voice_accountability,CZE,2022,75.836398,71.5191168,80.1536792
wgi.voice_accountability,CZE,2023,76.7906652,72.4386818,81.1426486
wgi.voice_accountability,CZE,2024,78.8095441,74.4575607,83.1615274
wgi.voice_accountability,DEU,1996,84.8791675,79.3345085,90.4238264
wgi.voice_accountability,DEU,1998,84.6517104,79.1070514,90.1963694
wgi.voice_accountability,DEU,2000,84.7483574,79.2659582,90.2307565
wgi.voice_accountability,DEU,2002,83.8049959,78.5271414,89.0828505
wgi.voice_accountability,DEU,2003,82.8235036,77.5456491,88.1013582
wgi.voice_accountability,DEU,2004,82.706587,77.4287324,87.9844415
wgi.voice_accountability,DEU,2005,84.299513,79.0216585,89.5773676
wgi.voice_accountability,DEU,2006,84.5315505,79.2669349,89.7961662
wgi.voice_accountability,DEU,2007,84.4210853,79.2295705,89.6126001
wgi.voice_accountability,DEU,2008,83.9182301,78.7267153,89.1097448
wgi.voice_accountability,DEU,2009,84.6882223,79.4967075,89.8797371
wgi.voice_accountability,DEU,2010,83.2910931,78.0995783,88.4826079
wgi.voice_accountability,DEU,2011,83.4341725,79.1192436,87.7491013
wgi.voice_accountability,DEU,2012,83.5802395,79.2653106,87.8951684
wgi.voice_accountability,DEU,2013,83.6048742,79.1328588,88.0768897
wgi.voice_accountability,DEU,2014,84.035306,79.5632905,88.5073214
wgi.voice_accountability,DEU,2015,84.7083922,80.2363767,89.1804076
wgi.voice_accountability,DEU,2016,83.3579649,78.8859494,87.8299803
wgi.voice_accountability,DEU,2017,83.5118415,79.1675102,87.8561728
wgi.voice_accountability,DEU,2018,83.8472015,79.2094952,88.4849077
wgi.voice_accountability,DEU,2019,83.6923779,79.0546717,88.3300842
wgi.voice_accountability,DEU,2020,84.8610331,80.2233269,89.4987394
wgi.voice_accountability,DEU,2021,84.4494113,79.8117051,89.0871176
wgi.voice_accountability,DEU,2022,84.1299384,79.4922321,88.7676447
wgi.voice_accountability,DEU,2023,84.705289,80.0244828,89.3860951
wgi.voice_accountability,DEU,2024,84.8208684,80.1400623,89.5016746
wgi.voice_accountability,DJI,1996,38.6411078,31.6063114,45.6759042
wgi.voice_accountability,DJI,1998,36.7934926,29.7586962,43.828289
wgi.voice_accountability,DJI,2000,38.9862166,32.4023474,45.5700859
wgi.voice_accountability,DJI,2002,41.3879414,35.0438177,47.7320651
wgi.voice_accountability,DJI,2003,44.2117072,37.8675836,50.5558309
wgi.voice_accountability,DJI,2004,42.8528595,36.8091065,48.8966125
wgi.voice_accountability,DJI,2005,39.305014,33.8611991,44.7488289
wgi.voice_accountability,DJI,2006,39.8586264,34.9341261,44.7831267
wgi.voice_accountability,DJI,2007,38.301703,33.3772027,43.2262033
wgi.voice_accountability,DJI,2008,38.0037494,33.0900096,42.9174892
wgi.voice_accountability,DJI,2009,38.3954499,33.4817101,43.3091896
wgi.voice_accountability,DJI,2010,38.0244899,33.1107501,42.9382296
wgi.voice_accountability,DJI,2011,35.5012628,30.587523,40.4150026
wgi.voice_accountability,DJI,2012,34.8321059,29.9183661,39.7458457
wgi.voice_accountability,DJI,2013,32.8926078,28.1850264,37.6001893
wgi.voice_accountability,DJI,2014,33.2658572,28.5582757,37.9734386
wgi.voice_accountability,DJI,2015,33.4605338,28.7529524,38.1681153
wgi.voice_accountability,DJI,2016,34.8195794,29.8682197,39.770939
wgi.voice_accountability,DJI,2017,34.342171,29.379804,39.3045379
wgi.voice_accountability,DJI,2018,35.2265052,30.304338,40.1486724
wgi.voice_accountability,DJI,2019,34.7493471,29.8271799,39.6715143
wgi.voice_accountability,DJI,2020,35.9593957,31.0162692,40.9025221
wgi.voice_accountability,DJI,2021,35.8520424,30.908916,40.7951689
wgi.voice_accountability,DJI,2022,35.7267876,30.7836612,40.6699141
wgi.voice_accountability,DJI,2023,35.4171773,30.4740509,40.3603038
wgi.voice_accountability,DJI,2024,35.0586389,30.1155124,40.0017653
wgi.voice_accountability,DMA,1996,75.4442775,66.803752,84.084803
wgi.voice_accountability,DMA,1998,75.4205354,66.7800099,84.0610609
wgi.voice_accountability,DMA,2000,75.4339003,66.7933748,84.0744258
wgi.voice_accountability,DMA,2002,74.6240934,65.9835679,83.2646189
wgi.voice_accountability,DMA,2003,73.7136489,65.0731234,82.3541744
wgi.voice_accountability,DMA,2004,72.7046969,64.1746699,81.2347239
wgi.voice_accountability,DMA,2005,74.401698,66.4401553,82.3632407
wgi.voice_accountability,DMA,2006,72.9795385,65.0179958,80.9410812
wgi.voice_accountability,DMA,2007,73.8324155,65.8708728,81.7939582
wgi.voice_accountability,DMA,2008,73.8162275,65.8546848,81.7777702
wgi.voice_accountability,DMA,2009,73.5844805,65.6229378,81.5460232
wgi.voice_accountability,DMA,2010,73.4057661,65.3546037,81.4569285
wgi.voice_accountability,DMA,2011,73.4400115,65.388849,81.4911739
