Country,Year,manuf_pib,ind_pib,manuf_exp,hitech_exp_wdi,pesq_pm,rd_pct_wdi,deflator,artigos_se_nsf
Bulgaria,2014,,23.4443002330488,51.9421637983236,7.57800086773203,1822.03088,0.79007,78.3257493549063,2520.47
Bulgaria,2015,,24.0301415453605,54.5546006039434,8.45026671335107,1976.75906,0.94947,80.6345886803471,2498.86
Bulgaria,2016,,24.4597733742659,57.0427569119595,8.98610305298707,2236.855,0.77009,83.314526719667,2415.05
Bulgaria,2017,,23.9892938350887,55.286713071255,9.63608854549453,2125.46017,0.74037,87.3245565507748,2885.62
Bulgaria,2018,,22.2389608057501,57.4168807690336,10.3728902592084,2343.48736,0.75505,91.0229979475665,3244.55
Bulgaria,2019,,21.562453845875,57.8384191831806,10.8523101760506,2420.08954,0.83576,95.831418422529,4258.38
Bulgaria,2020,,21.843325499922,59.7520237377413,11.3032725784223,2401.16918,0.84549,99.9999967666607,4475.96
Bulgaria,2021,,20.7501959907094,58.1856692070003,10.9244735738213,2346.69591,0.76933,106.966096110398,4748.48
Chile,2013,9.98503290205937,29.4304382741697,13.4980191268737,6.69462231509352,334.78846,0.39031,80.8348352428658,4894.72
Chile,2014,9.92046571303201,28.9028693089623,13.6937140016561,7.09179365119211,426.80476,0.37668,85.5660105453844,5580.79
Chile,2015,10.3988646679795,27.8806409445573,13.8946604663754,6.72253052606446,455.29183,0.38296,89.8052634772631,5788.72
Chile,2016,9.70592438632348,26.7795648236165,14.0812033218595,8.42437955941115,495.36438,0.37103,93.9009726474457,6371.23
Chile,2017,9.16084501298879,27.3811558508707,12.9661564334413,7.1060964752424,494.62971,0.35679,98.4346917898808,6637.65
Chile,2018,9.6042139700833,27.8615223911065,12.9107255728876,6.91141099413123,523.65457,0.36916,100,7148.06
Chile,2019,8.97674256400038,27.1245649947609,12.8008428501963,7.63288202076965,507.31033,0.34243,102.566359255182,7479.71
Chile,2020,9.01832546015944,29.8465647278291,11.5599912808977,15.9750583433893,515.32026,0.33525,112.493412217237,8380.99
Chile,2021,8.55784652499058,30.899925407319,10.7321032238126,12.4417748590856,638.83802,0.36063,120.236335723061,9319.43
China,2013,30.1275021518721,43.3938707801605,94.0381521516055,31.5855813292794,1079.63795,1.96246,88.6949971691171,351525.76
China,2014,29.8300397890826,42.2827157791092,94.0039246038441,29.7037271802947,1101.80087,1.98475,89.6634855698566,379465.82
China,2015,28.3889960582852,40.0475902161032,94.3003313730696,30.4312672747562,1162.7108,2.01703,89.7841730948422,401135.63
China,2016,27.5237594259275,38.811156093921,93.7167028020422,30.2545232296357,1208.86205,2.0595,91.1122745445833,430349.69
China,2017,27.5998559245177,39.129944350895,93.511711476449,30.9118639785891,1235.84935,2.07771,94.8898339756055,464153.83
China,2018,27.34341880328,38.9777001747097,93.2388307531011,31.5481478595353,1317.48914,2.10232,98.1795156990859,513575.22
China,2019,26.2594662949297,37.7642333162735,92.8740842473991,30.8186302968419,1483.85803,2.20144,99.4721279847305,608625.08
China,2020,25.5809804288007,36.9115624066306,93.5416579304527,31.2766154241293,1600.30633,2.35712,100,671731.01
