Country,Year,manuf_pib,ind_pib,manuf_exp,hitech_exp_wdi,pesq_pm,rd_pct_wdi,deflator,artigos_se_nsf
Peru,2019,12.8493511674786,30.4491957836385,9.53221689741643,4.07500438789898,,0.15696,139.40304241637,2380.17
Peru,2020,12.2526157277512,30.3192857092121,9.29541103451815,4.79483390340119,,0.17229,144.587680217236,3064.15
Peru,2021,12.061722254408,35.7261311136936,8.86740099091368,4.46164505002167,,0.13754,159.116815566474,4073.17
Philippines,2013,20.434498765772,30.7754466314331,78.1013022136419,,182.5933,0.13207,90.9160013917205,939.89
Philippines,2014,20.5750839907396,31.0474444753394,78.7258017022243,,,,93.6917171915396,1037.84
Philippines,2015,19.9280223742627,30.4819509834967,84.1683603088362,,103.17345,0.15683,93.017434027504,1339.31
Philippines,2016,19.5903031993868,30.2859171672694,84.268635265002,,,,94.2083471590834,1626.19
Philippines,2017,19.5002020558133,30.1265505767725,80.8345389911726,60.3176340363727,,,96.3942257040884,1973.91
Philippines,2018,19.0982471668147,30.5637401548214,81.8909660946722,61.3459931361948,170.21271,0.32222,100,2327.34
Philippines,2019,18.516454400296,30.3275078794624,81.1469880645746,62.2466747019023,302.08457,0.25926,100.697076297419,2884.66
Philippines,2020,17.6581790478661,28.3999175850521,79.8122088131795,67.0450915850689,320.27857,0.27625,102.359071660117,3137.34
Philippines,2021,17.6400846961045,28.8898091185459,79.6968331149038,64.2254083346106,,,104.695395425257,3948.12
Poland,2013,15.5581865074907,28.6768333488015,76.6388374227593,8.74501767247922,1868.31303,0.8807,98.2228030329837,28952.29
Poland,2014,16.9081122802504,29.9351239778153,77.5986005491831,10.0686277870269,2054.74753,0.9454,98.6965044902629,30165.6
Poland,2015,17.6693391336256,30.9939300295541,78.7541655459572,10.7755213322015,2158.37831,0.99807,100,31619.76
Poland,2016,18.2752041844413,30.6734871058329,80.2247333184309,10.7154228014203,2304.00747,0.9616,100.082862448389,33120.9
Poland,2017,16.8858634359557,28.8090759581658,79.7937323446367,10.6673187252222,2994.85672,1.03055,101.854532131266,32725.15
Poland,2018,16.4851063076839,28.8614617242515,79.9651708120333,10.3950333891095,3079.49249,1.19426,103.104285459836,33795.97
Poland,2019,16.6614878848919,28.8315242170352,79.9118365851179,9.8529348361967,3159.06604,1.3088,106.224681919848,34149.03
Poland,2020,16.2083685829628,28.5669486213815,79.6390092688578,9.86616548997166,3260.15498,1.37128,110.727115284487,34204.93
Poland,2021,17.3006156636927,28.4859993432319,79.4018928574489,9.44556514280936,3558.20467,1.41558,116.640204587683,34667.25
Portugal,2013,11.5651993214334,18.8830973772949,72.3644282953861,4.70027794789762,3605.75824,1.32325,88.9074034021545,13594.38
Portugal,2014,11.8414875390346,18.9850440099134,74.300096167859,4.88070967963708,3658.36239,1.28892,89.5514991025804,14102.86
Portugal,2015,12.2513540948869,19.5938498258589,74.9534723943428,5.07995277461314,3724.60014,1.24552,91.3088998024482,14401.12
Portugal,2016,12.2435166305722,19.448178094831,76.4451939801919,5.80540001054449,3992.10969,1.2815,93.0018462723383,14038.15
Portugal,2017,12.4309295704729,19.2493833127062,75.7132583729623,5.98812595371655,4348.10903,1.32224,94.4268213966762,14109.14
Portugal,2018,12.322133201471,19.3820435381975,76.0281581356463,5.28353269409281,4614.40041,1.35078,96.1759568812994,14381.18
Portugal,2019,11.9377600515866,18.886083188208,77.2176562534347,6.94181475443009,4859.21726,1.39487,97.9401780971481,15862.54
Portugal,2020,12.0900462439681,19.3945333422241,77.0548820865644,7.1147115711238,5131.43982,1.60979,100,16428.64
Portugal,2021,12.4429299331489,19.312836959793,75.7273908285045,6.250331404512,5430.93667,1.66711,102.019777102825,18387.68
Romania,2013,20.2152670692205,32.072608504292,75.4819213588763,7.3981832313214,923.69506,0.39022,179.358829539343,9617.4
Romania,2014,21.5132642153968,32.5700211539755,76.0889948277043,8.41047672645864,904.75745,0.38207,182.433346460945,9647.78
Romania,2015,20.2080251087435,30.811807082352,77.7513355965199,9.41414780224134,876.41011,0.48796,188.388946804441,10174.98
Romania,2016,20.1242845144537,30.1213847463155,79.521600690444,10.3924513925489,910.44851,0.48863,193.324583813028,9292.66
Romania,2017,19.8307791051555,29.1130933187854,80.4774667749588,9.77959738479042,887.74694,0.50693,202.316703030211,9590.84
Romania,2018,19.069928394043,29.1075109238852,82.2471363934133,10.0771915943775,876.17129,0.49698,214.824031459615,9157.14
Romania,2019,17.2425919406663,27.7745670712094,81.7210712441021,11.0725693077429,887.46612,0.47491,229.791009023413,10251.3
Romania,2020,15.9165222191834,26.6218787803176,82.3576459827225,11.9370424850698,942.32049,0.46414,239.228634635488,9723
Romania,2021,15.710445243797,26.2049211165386,79.0512779328975,11.4879408346099,988.67695,0.47108,252.634446749461,10812.95
Singapore,2013,17.6384096148755,23.4427286283197,67.8319478511095,50.3271857168025,6734.96456,1.92104,97.279600720971,11016.64
Singapore,2014,17.9997688921285,24.1685192477514,68.9014800202395,50.6403255755208,6756.24778,2.08228,97.0196014916219,11215.32
Singapore,2015,18.0893298548734,24.2880229055028,74.2359981647292,52.2174549984101,7134.93412,2.17445,100,11458.88
Singapore,2016,17.3698773941449,23.1093487528648,76.4147834163049,52.2327295013631,7052.85651,2.06892,100.7133558543,12012.77
Singapore,2017,18.4782631524341,23.4123135354968,74.0906481838615,53.0720442885638,6950.10748,1.89683,103.723682470636,12325.92
Singapore,2018,20.6143847051882,25.2558497884787,72.9437327371621,51.57228009959,7002.45715,1.80836,107.633909457792,11922.18
Singapore,2019,19.3067395308763,23.9539533055112,74.1910860777145,51.8165690079601,7509.61271,1.88845,107.282020437449,11605.14
Singapore,2020,19.6581730987491,23.2208286387592,77.4514550324755,55.2615580095711,7503.32643,2.15983,104.924480018638,12173.97
Singapore,2021,20.6115503058426,24.5513098502426,76.5014297647944,54.9722752514087,7956.39818,1.93761,116.499012277094,12432.16
Slovenia,2013,19.1692650538617,27.136357331722,82.2602381677486,6.73818283854427,4236.51087,2.59426,91.1141496033147,3472.87
Slovenia,2014,19.6425391528278,27.773620382746,82.8448724871087,6.41719007974407,4166.88131,2.38854,91.6895823369998,3375.52
Slovenia,2015,19.9837917138592,27.6272123283146,83.3267939888334,7.00769445649105,3836.54008,2.21611,92.4847128540228,3503.69
Slovenia,2016,20.2309490466323,27.5997956172164,84.6260315176312,7.14418674805758,3939.83347,2.02922,93.3036487431222,3360.12
Slovenia,2017,20.6408219046834,28.0311742193249,84.5471624621145,6.50844824804584,4510.81305,1.88219,94.5050554704644,3373.97
Slovenia,2018,20.4061968964047,28.0718729650095,83.9377646097962,6.83053982321457,4880.49036,1.96365,96.566166977325,3237.85
Slovenia,2019,20.5744094031508,28.5562740977565,84.441751448123,7.35392450360767,5060.56961,2.05725,98.824450370107,3531.2
Slovenia,2020,20.5177897656073,28.9448814140077,87.0061686682522,7.79985278570807,5187.16109,2.15559,100,3692.85
Slovenia,2021,19.9228972672545,28.150836487506,85.4131790075297,6.20930603257085,5235.17998,2.13847,102.683430771861,4058
South Africa,2013,12.3667757766351,24.5517417673484,42.3804646548217,6.52269958623918,430.44849,0.6633,89.9202320356868,9548.07
South Africa,2014,12.4807113856549,24.3052820058227,45.7884422856055,6.66015445560224,427.63838,0.70987,94.7458428172568,10086.81
South Africa,2015,12.5179444713924,23.7323079746326,47.64529995251,7.40645815320547,466.56084,0.73147,100.000000176439,10888.74
South Africa,2016,12.4836443520042,23.7825372977493,47.708438095805,6.65712319984824,481.99586,0.74992,106.95217214959,11955.09
South Africa,2017,12.5127045016941,23.6105564955695,44.0297498303507,5.67982442723305,516.53674,0.76257,112.806008890395,12809.68
South Africa,2018,12.4570332833175,23.5370608392744,43.4558465114563,5.27331266850248,500.79079,0.68586,117.310685699107,13232.48
South Africa,2019,12.4008912661528,23.6220152843652,42.9742326978661,4.89552263425361,479.86558,0.61304,122.722843148459,14690.16
South Africa,2020,11.725046778088,23.3394384079582,38.3879710523322,5.62171975958479,459.98774,0.60296,129.339315561787,15308.72
South Africa,2021,12.0775538850278,24.9006017482132,36.0522527481127,5.54756049045268,454.79773,0.6139,137.627951799849,15478.5
Spain,2013,10.8662587310316,20.0279432010078,67.7419004239125,6.97005295956388,2623.64689,1.26864,94.4801551990007,53214.96
Spain,2014,10.9975561841823,19.8695989889783,67.7493014916249,6.91215361464722,2614.44648,1.23401,94.271649970964,54348.74
Spain,2015,11.0137685905408,19.9230622051822,70.4262829315686,6.88833506484239,2622.53289,1.21165,94.7924459860799,53300.4
Spain,2016,10.9527706513192,19.7937250159622,71.6931324202851,7.80248141094868,2712.74943,1.1808,95.1452469189149,53890.2
Spain,2017,11.1145583338461,19.9047199031815,69.7654003709729,6.99949013494316,2847.3656,1.20198,96.3421211464971,53940.53
Spain,2018,10.7886322916564,19.7385743840512,67.354030886013,6.76693548745416,2984.29629,1.23288,97.4860438522988,54675.87
Spain,2019,10.6967320991298,19.9779055762497,66.6503264903958,6.84640091103014,3048.15265,1.24207,98.8787989204417,57221.5
Spain,2020,10.853212942808,20.1193927811735,65.9972400149394,7.76842135531122,3051.64642,1.39637,100,60134.98
Spain,2021,11.2560847091885,20.3165748530524,64.8520341062681,9.39320382214351,3229.64887,1.39617,102.556112365016,63622.32
Switzerland,2013,18.4192868942775,25.1241594165101,56.7639990192439,26.7510678341774,,,103.061357930943,21320.48
Switzerland,2014,18.2576883092773,24.8339450953448,68.810929858304,26.6587283403628,,,102.437842733836,21607.98
Switzerland,2015,17.8568423587127,24.7414169599893,68.6635380076204,27.0515100038866,5310.67497,3.04577,101.060065148007,21749.37
Switzerland,2016,18.2447554804173,24.8224218751812,67.1642354080598,27.335457169438,,,100.444278800262,22041.04
Switzerland,2017,18.432255769318,24.9653992896239,71.0727503503714,14.0238568621919,5257.57173,3.04671,100.10773985415,22610.58
Switzerland,2018,18.5519498038638,25.1021330566529,72.8212329036238,13.3182169315591,,,100.857772029829,22272.17
Switzerland,2019,19.2121227464848,25.7648791839408,73.77248618595,12.9094936723953,5561.84719,3.14983,100.766660672356,22460.04
Switzerland,2020,19.0466157972256,25.8222063386564,71.4692368472048,12.8450867094278,,,100,23197.82
Switzerland,2021,20.6927435425858,26.7731802845588,70.6371932864218,14.2350632729725,6003.41115,3.24862,101.934798216661,24649.1
Ukraine,2013,11.1405917419353,22.4302649907366,57.4240787547579,6.14613032578564,1139.62164,0.733,53.0540843607439,7161.36
Ukraine,2014,12.2281281606135,22.8189915653958,53.5916666719829,6.88754342926587,1002.50854,0.65034,61.4906056012719,6992.01
Ukraine,2015,11.9027791187924,21.7279577419459,48.7709571699446,8.03896421995305,1005.99722,0.61477,85.3991859536416,7186.44
Ukraine,2016,12.2191260296634,23.1783620717483,46.242478213964,6.67894123051556,1037.24086,0.48339,100,7441.45
Ukraine,2017,11.980302070255,23.2888002154817,45.3211713821499,6.16592909585636,994.07744,0.44878,122.098317497802,8390.3
Ukraine,2018,11.5340215521043,23.2933329813033,47.2421187614947,5.42495174066934,988.07663,0.47113,140.899663976268,9591.79
Ukraine,2019,10.7886004166753,22.5804196823995,42.5012731583918,5.48014872729842,880.55411,0.43384,152.518569076384,13766.38
Ukraine,2020,10.1013826063601,20.7999429657705,40.815261241336,5.85239384495226,846.24846,0.40318,168.220294965657,15062.95
Ukraine,2021,10.2832971524252,23.1537142195647,43.2038968922782,4.51050792257841,774.07275,0.38478,209.946929965551,15639.81
United Kingdom,2013,9.5981044921613,18.592711752238,58.5143208890498,23.5876424891453,4171.80763,1.62096,86.4108900194114,98612.77
United Kingdom,2014,9.44084101572958,18.3478341562377,68.2496476290818,22.2044750130662,4280.79983,2.26488,87.7900213276968,97947.22
United Kingdom,2015,9.38451755587091,18.1397353548933,71.6481714245796,22.3335907744673,4389.5625,2.27566,88.3774875721393,99583.05
United Kingdom,2016,9.13168940843145,17.6677948178206,76.1812352703602,23.5591126028431,4434.65942,2.32051,89.911184784863,100099.61
United Kingdom,2017,9.04234267998333,17.8215277161884,74.0197611871942,22.6194649609659,4472.69458,2.32602,91.2980898191242,100863.84
United Kingdom,2018,9.01545847936897,18.0023660420923,68.9892207680565,22.3331118559009,,2.70889,93.090057795961,101075.46
United Kingdom,2019,8.98151366135499,17.8736338534045,71.7820575556781,23.0942001089205,,2.6707,95.3813117700179,102035.76
United Kingdom,2020,9.08180842652208,17.4957170827215,68.3049140365334,23.0073604990707,,2.93993,100,103341.82
United Kingdom,2021,8.73281920838765,16.9553165949957,62.2455188736128,23.8654057182193,,2.89968,100.711756533859,108095.52
United States,2013,11.7719128367022,19.1988903588794,61.1842460654034,20.188635370966,3815.20951,2.69591,89.9343770048922,427372.54
United States,2014,11.6174420373125,19.2684337605714,61.4220021445613,20.4843982208576,3915.0339,2.70882,91.5006903474734,428017.63
United States,2015,11.6055807430427,18.4967127664639,63.7146529670619,21.3904480368657,3949.66371,2.77328,92.3498559134411,429258.44
United States,2016,11.1581029329942,17.9368724917791,63.2604946594473,22.4192942002286,3897.11007,2.83677,93.2274773497258,431807.73
United States,2017,11.1814907295506,18.3087442284361,61.3709365092424,19.2659699620243,4020.59227,2.88315,94.8969980783401,435377.24
United States,2018,11.2802494089516,18.5195461519261,58.9112087207058,18.4842699258676,4322.78826,2.98956,97.0709841824513,441099.68
United States,2019,10.9764075104612,18.1454838448797,59.1142323221412,18.6853939276571,4367.20971,3.14297,98.6731074507531,442656.75
United States,2020,10.4725237062381,17.2505706989302,60.1797719851552,19.4939761609452,4567.79267,3.41788,100,453889.89
United States,2021,10.5250313827085,17.5751653495616,57.5274298542755,19.9014614131792,4900.77179,3.4689,104.562972826319,471378.18
