modelo,Country_Year,Country,Year,zero_inv,esc_contemp,esc_seq,esc_uniao,esc_global,tgr,tgr_uniao,convexificacao
S,Argentina-2013,Argentina,2013,FALSE,0.2321,0.2321,0.1177,0.1152,0.4964,0.5071,1.0217
S,Argentina-2016,Argentina,2016,FALSE,0.2516,0.1491,0.1585,0.1455,0.5784,0.6301,1.0895
S,Argentina-2017,Argentina,2017,FALSE,0.2438,0.152,0.1635,0.1456,0.5972,0.6708,1.1233
S,Argentina-2018,Argentina,2018,FALSE,0.2875,0.2007,0.2324,0.1965,0.6835,0.8082,1.1825
S,Argentina-2019,Argentina,2019,FALSE,0.3712,0.1614,0.1903,0.1573,0.4238,0.5127,1.2099
S,Argentina-2020,Argentina,2020,FALSE,0.2028,0.1765,0.2028,0.1765,0.8703,1,1.149
S,Argentina-2021,Argentina,2021,FALSE,0.4121,0.1795,0.2206,0.1795,0.4356,0.5353,1.2289
S,Australia-2013,Australia,2013,FALSE,1,1,1,1,1,1,1
S,Australia-2015,Australia,2015,FALSE,0.6767,0.3879,0.3902,0.3765,0.5563,0.5766,1.0365
S,Australia-2017,Australia,2017,FALSE,1,0.5454,0.571,0.5454,0.5454,0.571,1.0469
S,Australia-2019,Australia,2019,FALSE,1,0.4993,0.6204,0.4993,0.4993,0.6204,1.2426
S,Austria-2013,Austria,2013,FALSE,0.4369,0.4369,0.4011,0.3275,0.7495,0.9182,1.225
S,Austria-2014,Austria,2014,FALSE,0.3524,0.2766,0.3524,0.2766,0.785,1,1.2739
S,Austria-2015,Austria,2015,FALSE,0.7225,0.4049,0.4847,0.4049,0.5604,0.6708,1.197
S,Austria-2016,Austria,2016,FALSE,0.596,0.3736,0.4814,0.3736,0.627,0.8078,1.2884
S,Austria-2017,Austria,2017,FALSE,0.6332,0.3223,0.3789,0.3223,0.5089,0.5983,1.1757
S,Austria-2018,Austria,2018,FALSE,0.4959,0.2342,0.2399,0.2342,0.4723,0.4837,1.0242
S,Austria-2019,Austria,2019,FALSE,0.5455,0.2319,0.2484,0.2319,0.425,0.4553,1.0714
S,Austria-2020,Austria,2020,FALSE,0.4999,0.2455,0.2888,0.2455,0.4911,0.5776,1.1761
S,Austria-2021,Austria,2021,FALSE,0.5836,0.2358,0.2424,0.2358,0.4041,0.4154,1.0279
S,Belgium-2013,Belgium,2013,FALSE,0.4484,0.4484,0.4314,0.3612,0.8056,0.9621,1.1943
S,Belgium-2016,Belgium,2016,FALSE,0.2906,0.1894,0.1961,0.1886,0.6487,0.6746,1.0398
S,Belgium-2017,Belgium,2017,FALSE,0.321,0.1333,0.1333,0.1272,0.3962,0.4154,1.0484
S,Belgium-2018,Belgium,2018,FALSE,0.6018,0.2852,0.2985,0.2852,0.4738,0.4961,1.047
S,Brazil-2013,Brazil,2013,FALSE,0.6641,0.6641,0.6641,0.6066,0.9134,1,1.0948
S,Brazil-2014,Brazil,2014,FALSE,0.5314,0.3727,0.4135,0.3727,0.7014,0.7782,1.1095
S,Brazil-2015,Brazil,2015,FALSE,0.4234,0.2782,0.2852,0.2473,0.5842,0.6735,1.153
S,Brazil-2016,Brazil,2016,FALSE,1,0.4705,0.5513,0.4705,0.4705,0.5513,1.1717
S,Brazil-2017,Brazil,2017,FALSE,0.6245,0.2961,0.3338,0.2961,0.4741,0.5346,1.1274
S,Brazil-2018,Brazil,2018,FALSE,0.6581,0.3056,0.3836,0.3056,0.4644,0.583,1.2552
S,Brazil-2019,Brazil,2019,FALSE,0.429,0.2747,0.3031,0.2747,0.6403,0.7065,1.1034
S,Brazil-2020,Brazil,2020,FALSE,0.6043,0.256,0.2851,0.256,0.4236,0.4718,1.1137
S,Bulgaria-2018,Bulgaria,2018,FALSE,0.5456,0.5456,0.4979,0.4901,0.8983,0.9127,1.016
S,Bulgaria-2019,Bulgaria,2019,FALSE,0.8744,0.5993,0.6022,0.5855,0.6696,0.6887,1.0286
S,Bulgaria-2021,Bulgaria,2021,FALSE,1,0.7504,0.7641,0.7504,0.7504,0.7641,1.0183
S,Chile-2014,Chile,2014,FALSE,0.613,0.3612,0.1853,0.1825,0.2978,0.3023,1.015
S,Chile-2015,Chile,2015,TRUE,0.616,0.6028,0.3336,0.3284,0.5331,0.5415,1.0158
S,Chile-2017,Chile,2017,FALSE,0.3765,0.3233,0.2569,0.2535,0.6732,0.6824,1.0136
S,Chile-2018,Chile,2018,FALSE,0.3339,0.3339,0.2629,0.2619,0.7844,0.7875,1.0039
S,Chile-2019,Chile,2019,FALSE,0.3886,0.3702,0.3341,0.3296,0.8482,0.8596,1.0135
S,China-2013,China,2013,FALSE,1,1,1,1,1,1,1
S,China-2014,China,2014,FALSE,1,1,1,0.8887,0.8887,1,1.1253
S,China-2015,China,2015,FALSE,1,1,1,0.8741,0.8741,1,1.144
S,China-2016,China,2016,FALSE,1,1,0.6604,0.6407,0.6407,0.6604,1.0307
S,China-2017,China,2017,FALSE,1,1,0.8501,0.7548,0.7548,0.8501,1.1262
S,China-2018,China,2018,FALSE,1,1,0.8058,0.7655,0.7655,0.8058,1.0527
S,China-2019,China,2019,FALSE,1,1,1,1,1,1,1
S,China-2020,China,2020,FALSE,1,1,1,1,1,1,1
S,China-2021,China,2021,FALSE,1,1,1,1,1,1,1
S,Colombia-2015,Colombia,2015,TRUE,0.8556,0.835,0.4619,0.4581,0.5354,0.5399,1.0083
S,Colombia-2017,Colombia,2017,FALSE,0.7508,0.6566,0.6313,0.6028,0.8029,0.8408,1.0472
S,Colombia-2019,Colombia,2019,FALSE,0.6084,0.6076,0.5505,0.5483,0.9011,0.9049,1.0042
S,Croatia-2015,Croatia,2015,TRUE,1,1,0.7274,0.6009,0.6009,0.7274,1.2105
S,Croatia-2018,Croatia,2018,FALSE,0.4369,0.4369,0.4369,0.4067,0.9308,1,1.0743
S,Croatia-2019,Croatia,2019,FALSE,0.5078,0.4133,0.4396,0.3859,0.7599,0.8657,1.1392
S,France-2013,France,2013,FALSE,0.5309,0.5309,0.5309,0.5166,0.9731,1,1.0277
S,France-2014,France,2014,FALSE,0.5279,0.4647,0.2945,0.277,0.5248,0.5578,1.0629
S,France-2015,France,2015,FALSE,0.6628,0.49,0.5274,0.386,0.5823,0.7957,1.3664
S,France-2016,France,2016,FALSE,0.4764,0.4042,0.4255,0.3176,0.6666,0.8933,1.34
S,France-2017,France,2017,FALSE,0.6324,0.4041,0.3385,0.3026,0.4785,0.5352,1.1185
S,France-2018,France,2018,FALSE,0.707,0.4267,0.3649,0.3309,0.468,0.5161,1.1029
S,Greece-2014,Greece,2014,FALSE,1,0.9376,0.5114,0.4778,0.4778,0.5114,1.0703
S,Greece-2015,Greece,2015,TRUE,1,0.9681,0.9076,0.727,0.727,0.9076,1.2485
S,Greece-2016,Greece,2016,FALSE,0.7199,0.6899,0.6666,0.588,0.8169,0.926,1.1336
S,Greece-2017,Greece,2017,FALSE,0.7287,0.5097,0.4388,0.4041,0.5545,0.6022,1.0859
S,Greece-2018,Greece,2018,FALSE,1,0.8044,0.9329,0.7698,0.7698,0.9329,1.2119
S,Greece-2019,Greece,2019,FALSE,0.9986,0.7191,0.8401,0.6884,0.6894,0.8412,1.2202
S,Greece-2020,Greece,2020,FALSE,0.9649,0.7764,0.9413,0.7764,0.8047,0.9755,1.2124
S,Greece-2021,Greece,2021,FALSE,1,0.8132,0.9027,0.8132,0.8132,0.9027,1.11
S,Hungary-2013,Hungary,2013,TRUE,1,1,0.3499,0.3001,0.3001,0.3499,1.1661
S,Hungary-2014,Hungary,2014,FALSE,0.5035,0.3867,0.2703,0.2403,0.4773,0.5369,1.1248
S,Hungary-2015,Hungary,2015,FALSE,0.338,0.3225,0.1964,0.1817,0.5374,0.581,1.0811
S,Hungary-2016,Hungary,2016,FALSE,0.3036,0.3011,0.259,0.2503,0.8244,0.853,1.0346
S,Hungary-2017,Hungary,2017,FALSE,0.3464,0.2718,0.2897,0.2441,0.7049,0.8364,1.1866
S,Hungary-2018,Hungary,2018,FALSE,0.3103,0.2677,0.2485,0.2228,0.7179,0.8006,1.1151
S,Hungary-2019,Hungary,2019,FALSE,0.4669,0.3638,0.4079,0.3435,0.7358,0.8737,1.1874
S,Hungary-2020,Hungary,2020,FALSE,0.4738,0.3889,0.4738,0.3889,0.8209,1,1.2182
S,Hungary-2021,Hungary,2021,FALSE,0.6381,0.3779,0.411,0.3779,0.5923,0.6442,1.0876
S,India-2013,India,2013,FALSE,1,1,1,1,1,1,1
S,India-2014,India,2014,FALSE,1,1,0.621,0.5907,0.5907,0.621,1.0513
S,India-2015,India,2015,FALSE,1,1,0.7226,0.7149,0.7149,0.7226,1.0108
S,India-2016,India,2016,FALSE,1,1,1,1,1,1,1
S,India-2017,India,2017,FALSE,1,1,0.7972,0.7325,0.7325,0.7972,1.0883
S,India-2018,India,2018,FALSE,1,1,0.9398,0.8423,0.8423,0.9398,1.1157
S,India-2019,India,2019,FALSE,1,1,1,1,1,1,1
S,India-2020,India,2020,FALSE,1,1,1,1,1,1,1
S,Indonesia-2013,Indonesia,2013,FALSE,1,1,0.6205,0.542,0.542,0.6205,1.1449
S,Indonesia-2016,Indonesia,2016,FALSE,1,0.9155,1,0.8383,0.8383,1,1.1929
S,Ireland-2016,Ireland,2016,FALSE,0.2096,0.2096,0.1671,0.1606,0.7661,0.7974,1.0408
S,Ireland-2018,Ireland,2018,FALSE,0.3059,0.2262,0.2247,0.1919,0.6274,0.7344,1.1707
S,Israel-2013,Israel,2013,FALSE,0.1265,0.1265,0.1001,0.094,0.7434,0.7912,1.0643
S,Israel-2014,Israel,2014,FALSE,0.2568,0.1395,0.1249,0.1103,0.4293,0.4862,1.1326
S,Israel-2015,Israel,2015,FALSE,0.1525,0.1231,0.0981,0.084,0.551,0.6437,1.1682
S,Israel-2016,Israel,2016,FALSE,0.0996,0.0996,0.0995,0.085,0.8532,0.9988,1.1707
S,Israel-2017,Israel,2017,FALSE,0.247,0.1061,0.101,0.0891,0.3607,0.409,1.1338
S,Israel-2018,Israel,2018,FALSE,0.2393,0.1221,0.0934,0.0926,0.387,0.3901,1.0078
S,Israel-2019,Israel,2019,FALSE,0.1178,0.1178,0.1178,0.1167,0.9903,1,1.0098
S,Israel-2020,Israel,2020,FALSE,0.3077,0.1373,0.1407,0.1365,0.4436,0.4574,1.0311
S,Israel-2021,Israel,2021,FALSE,0.3741,0.1416,0.153,0.1416,0.3786,0.4089,1.0802
S,Italy-2013,Italy,2013,FALSE,0.8951,0.8951,0.8951,0.7695,0.8598,1,1.1631
S,Italy-2014,Italy,2014,FALSE,1,0.729,0.7971,0.729,0.729,0.7971,1.0934
S,Japan-2013,Japan,2013,FALSE,0.5915,0.5915,0.5915,0.5915,1,1,1
S,Japan-2014,Japan,2014,FALSE,1,0.356,0.356,0.356,0.356,0.356,1
S,Japan-2015,Japan,2015,FALSE,0.9434,0.2978,0.3026,0.2821,0.2991,0.3207,1.0724
S,Japan-2016,Japan,2016,FALSE,0.5433,0.3005,0.318,0.2671,0.4916,0.5853,1.1906
S,Japan-2017,Japan,2017,FALSE,0.9336,0.3109,0.3272,0.2843,0.3045,0.3505,1.1513
S,Japan-2018,Japan,2018,FALSE,1,0.346,0.3709,0.3159,0.3159,0.3709,1.1739
S,Japan-2019,Japan,2019,FALSE,0.4685,0.3359,0.4221,0.3359,0.717,0.9011,1.2567
S,Japan-2020,Japan,2020,FALSE,0.5886,0.3417,0.4294,0.3417,0.5806,0.7294,1.2565
S,Japan-2021,Japan,2021,FALSE,1,0.4009,0.4827,0.4009,0.4009,0.4827,1.2042
S,Luxembourg-2016,Luxembourg,2016,TRUE,0.4343,0.2889,0.1864,0.1793,0.4128,0.4291,1.0396
S,Luxembourg-2017,Luxembourg,2017,FALSE,0.2283,0.1997,0.1919,0.1832,0.8027,0.8406,1.0471
S,Luxembourg-2018,Luxembourg,2018,FALSE,0.2147,0.2147,0.1846,0.1771,0.8249,0.8594,1.0419
S,Luxembourg-2019,Luxembourg,2019,FALSE,0.2388,0.2167,0.2027,0.1959,0.8205,0.8489,1.0347
S,Luxembourg-2020,Luxembourg,2020,FALSE,0.2756,0.2632,0.2688,0.26,0.9433,0.9752,1.0339
S,Luxembourg-2021,Luxembourg,2021,FALSE,0.3134,0.3038,0.3134,0.3038,0.9695,1,1.0315
S,Malaysia-2014,Malaysia,2014,TRUE,1,1,1,1,1,1,1
S,Malaysia-2015,Malaysia,2015,FALSE,1,1,1,0.9527,0.9527,1,1.0496
S,Malaysia-2016,Malaysia,2016,FALSE,1,0.8453,0.8928,0.8453,0.8453,0.8928,1.0562
S,Malaysia-2018,Malaysia,2018,FALSE,1,0.8082,0.8411,0.7621,0.7621,0.8411,1.1036
S,Malaysia-2020,Malaysia,2020,FALSE,1,0.9542,1,0.9542,0.9542,1,1.048
S,Mexico-2013,Mexico,2013,FALSE,0.8697,0.8697,0.4617,0.4384,0.5041,0.5309,1.0533
S,Mexico-2014,Mexico,2014,FALSE,0.4673,0.4402,0.4673,0.4402,0.9419,1,1.0616
S,Mexico-2015,Mexico,2015,FALSE,0.4795,0.412,0.4795,0.412,0.8592,1,1.1638
S,Mexico-2016,Mexico,2016,FALSE,0.5394,0.4377,0.4999,0.4335,0.8037,0.9269,1.1532
S,Mexico-2017,Mexico,2017,FALSE,0.6852,0.4296,0.4815,0.3969,0.5793,0.7026,1.2129
S,Mexico-2018,Mexico,2018,FALSE,0.9165,0.6151,0.6493,0.6062,0.6614,0.7084,1.0711
S,Mexico-2019,Mexico,2019,FALSE,0.4548,0.4427,0.4548,0.43,0.9455,1,1.0576
S,Mexico-2020,Mexico,2020,FALSE,0.7231,0.646,0.7231,0.646,0.8934,1,1.1193
S,Mexico-2021,Mexico,2021,FALSE,0.8496,0.5483,0.5699,0.5483,0.6454,0.6708,1.0394
S,Netherlands-2013,Netherlands,2013,FALSE,0.5778,0.5778,0.5778,0.4802,0.8311,1,1.2033
S,Netherlands-2014,Netherlands,2014,FALSE,0.5747,0.3979,0.4363,0.3979,0.6925,0.7591,1.0963
S,Netherlands-2015,Netherlands,2015,FALSE,0.3573,0.2577,0.1824,0.1779,0.4981,0.5106,1.0251
S,Netherlands-2016,Netherlands,2016,FALSE,0.1949,0.1944,0.1746,0.1521,0.7803,0.8957,1.148
S,Netherlands-2017,Netherlands,2017,FALSE,0.4468,0.1956,0.1972,0.1625,0.3636,0.4413,1.2135
S,Norway-2013,Norway,2013,FALSE,0.2801,0.2801,0.2207,0.2021,0.7214,0.7879,1.0922
S,Norway-2014,Norway,2014,FALSE,0.2293,0.1615,0.1619,0.1364,0.5949,0.706,1.1866
S,Norway-2016,Norway,2016,FALSE,0.2915,0.202,0.2432,0.202,0.6931,0.8343,1.2037
S,Norway-2017,Norway,2017,FALSE,0.2686,0.1382,0.1486,0.1351,0.503,0.5532,1.0998000000000001
S,Norway-2018,Norway,2018,FALSE,0.3517,0.2058,0.2295,0.2022,0.5751,0.6525,1.1347
S,Norway-2019,Norway,2019,FALSE,0.2149,0.1655,0.1826,0.1641,0.7637,0.8497,1.1125
S,Peru-2018,Peru,2018,TRUE,1,1,1,1,1,1,1
S,Peru-2019,Peru,2019,FALSE,1,0.7038,0.5589,0.5153,0.5153,0.5589,1.0846
S,Peru-2020,Peru,2020,FALSE,1,1,0.7338,0.7311,0.7311,0.7338,1.0036
S,Peru-2021,Peru,2021,FALSE,1,1,1,1,1,1,1
S,Philippines-2018,Philippines,2018,FALSE,0.3385,0.3288,0.3385,0.2975,0.879,1,1.1377
S,Poland-2013,Poland,2013,FALSE,1,1,0.7309,0.6928,0.6928,0.7309,1.055
S,Poland-2014,Poland,2014,FALSE,0.7954,0.7019,0.7498,0.6646,0.8356,0.9427,1.1281
