modelo,Country_Year,Country,Year,zero_inv,esc_contemp,esc_seq,esc_uniao,esc_global,tgr,tgr_uniao,convexificacao
C,Norway-2017,Norway,2017,FALSE,0.0088,0.0082,0.0049,0.0036,0.4059,0.556,1.3697
C,Norway-2018,Norway,2018,FALSE,0.025,0.0238,0.0142,0.013,0.5192,0.567,1.092
C,Norway-2019,Norway,2019,FALSE,0.0073,0.0069,0.0061,0.0052,0.7156,0.8338,1.1653
C,Peru-2018,Peru,2018,TRUE,1,1,1,1,1,1,1
C,Peru-2019,Peru,2019,FALSE,1,0.3005,0.448,0.267,0.267,0.448,1.6777
C,Peru-2020,Peru,2020,FALSE,1,0.8222,1,0.7449,0.7449,1,1.3425
C,Peru-2021,Peru,2021,FALSE,1,0.1104,0.1738,0.1104,0.1104,0.1738,1.5745
C,Philippines-2018,Philippines,2018,FALSE,0.0821,0.0537,0.0777,0.0448,0.5458,0.9475,1.736
C,Poland-2013,Poland,2013,FALSE,0.1418,0.1418,0.1418,0.1133,0.7986,1,1.2523
C,Poland-2014,Poland,2014,FALSE,0.1883,0.1331,0.0777,0.0697,0.37,0.4126,1.1151
C,Poland-2015,Poland,2015,FALSE,0.2235,0.2047,0.0562,0.0495,0.2215,0.2513,1.1346
C,Poland-2016,Poland,2016,FALSE,0.1905,0.169,0.1032,0.0745,0.3909,0.5417,1.3857
C,Poland-2017,Poland,2017,FALSE,0.0544,0.0489,0.0261,0.0232,0.427,0.4805,1.1254
C,Poland-2018,Poland,2018,FALSE,0.114,0.1106,0.1023,0.0771,0.6766,0.8977,1.3268
C,Poland-2019,Poland,2019,FALSE,0.0232,0.0212,0.0199,0.0184,0.7957,0.8601,1.0809
C,Poland-2020,Poland,2020,FALSE,0.0087,0.0083,0.0087,0.0083,0.9532,1,1.0491
C,Poland-2021,Poland,2021,FALSE,0.0136,0.0078,0.0084,0.0078,0.5702,0.6166,1.0813
C,Portugal-2014,Portugal,2014,FALSE,0.0269,0.024,0.014,0.0099,0.3676,0.5224,1.421
C,Portugal-2015,Portugal,2015,FALSE,0.113,0.096,0.0327,0.0266,0.2351,0.2893,1.2306
C,Portugal-2016,Portugal,2016,FALSE,0.2344,0.1791,0.1028,0.0737,0.3143,0.4386,1.3954
C,Portugal-2017,Portugal,2017,FALSE,0.046,0.0438,0.011,0.0108,0.2356,0.2398,1.0179
C,Portugal-2018,Portugal,2018,FALSE,0.0433,0.0433,0.0191,0.0188,0.4333,0.4406,1.0169
C,Romania-2016,Romania,2016,FALSE,0.203,0.0819,0.0875,0.0668,0.329,0.431,1.31
C,Romania-2017,Romania,2017,TRUE,1,0.2379,0.2379,0.2379,0.2379,0.2379,1
C,Romania-2018,Romania,2018,TRUE,1,0.2376,0.2376,0.2376,0.2376,0.2376,1
C,Romania-2019,Romania,2019,FALSE,0.2327,0.1171,0.2012,0.1074,0.4616,0.8647,1.8734
C,Romania-2020,Romania,2020,FALSE,0.3591,0.1648,0.3177,0.1648,0.459,0.8846,1.9272
C,Romania-2021,Romania,2021,FALSE,0.0799,0.0707,0.0799,0.0707,0.8855,1,1.1294
C,Singapore-2013,Singapore,2013,FALSE,0.4473,0.4473,0.1418,0.1103,0.2467,0.317,1.2849
C,Singapore-2014,Singapore,2014,FALSE,0.4194,0.4194,0.0503,0.0476,0.1136,0.12,1.0562
C,Singapore-2015,Singapore,2015,FALSE,0.2837,0.2662,0.0263,0.0234,0.0824,0.0929,1.1278
C,Singapore-2016,Singapore,2016,FALSE,0.2573,0.2446,0.0434,0.0428,0.1662,0.1688,1.0154
C,Singapore-2017,Singapore,2017,FALSE,0.3416,0.335,0.0927,0.0859,0.2515,0.2712,1.0782
C,Singapore-2018,Singapore,2018,FALSE,0.3541,0.3541,0.154,0.1529,0.4317,0.4348,1.0074
C,Singapore-2019,Singapore,2019,FALSE,0.179,0.1771,0.1099,0.1091,0.6094,0.6137,1.0069
C,Slovenia-2018,Slovenia,2018,TRUE,1,0.1917,0.1917,0.1917,0.1917,0.1917,1
C,South Africa-2014,South Africa,2014,TRUE,0.1434,0.1434,0.1434,0.1434,1,1,1
C,South Africa-2016,South Africa,2016,FALSE,0.0501,0.0403,0.0227,0.0134,0.2679,0.4531,1.6915
C,South Africa-2017,South Africa,2017,FALSE,0.0312,0.0261,0.0201,0.0122,0.3907,0.6447,1.65
C,South Africa-2018,South Africa,2018,FALSE,0.0217,0.0201,0.0193,0.0124,0.5708,0.8898,1.5589
C,South Africa-2019,South Africa,2019,FALSE,0.0039,0.0038,0.0033,0.0025,0.6374,0.8568,1.3442
C,South Africa-2020,South Africa,2020,FALSE,0.0182,0.0181,0.0157,0.0153,0.842,0.863,1.025
C,Spain-2013,Spain,2013,FALSE,0.1469,0.1469,0.0499,0.0412,0.2801,0.3395,1.2122
C,Spain-2014,Spain,2014,FALSE,0.2098,0.1817,0.0558,0.0483,0.2303,0.266,1.1554
C,Spain-2015,Spain,2015,FALSE,0.2436,0.1782,0.1096,0.0851,0.3493,0.4501,1.2885
C,Spain-2016,Spain,2016,FALSE,0.1757,0.1534,0.0447,0.0419,0.2385,0.2547,1.068
C,Spain-2017,Spain,2017,FALSE,0.0978,0.0931,0.0465,0.0434,0.4436,0.4751,1.0711
C,Spain-2018,Spain,2018,FALSE,0.0872,0.0843,0.0484,0.0446,0.5116,0.5553,1.0854
C,Spain-2019,Spain,2019,FALSE,0.0251,0.0245,0.0215,0.021,0.8337,0.8562,1.0269
C,Spain-2020,Spain,2020,FALSE,0.0196,0.0191,0.0196,0.0191,0.9737,1,1.027
C,Spain-2021,Spain,2021,FALSE,0.011,0.0078,0.0081,0.0078,0.7092,0.7379,1.0405
C,Switzerland-2015,Switzerland,2015,FALSE,0.0141,0.0131,0.0023,0.0022,0.1536,0.1641,1.0688
C,Ukraine-2013,Ukraine,2013,TRUE,1,1,0.526,0.526,0.526,0.526,1
C,Ukraine-2014,Ukraine,2014,TRUE,1,1,1,1,1,1,1
C,Ukraine-2015,Ukraine,2015,TRUE,1,0.8978,1,0.6915,0.6915,1,1.4462
C,Ukraine-2016,Ukraine,2016,TRUE,1,1,1,0.3308,0.3308,1,3.0234
C,Ukraine-2017,Ukraine,2017,TRUE,1,1,0.5558,0.1815,0.1815,0.5558,3.0615
C,Ukraine-2018,Ukraine,2018,FALSE,0.4087,0.2765,0.4087,0.2189,0.5356,1,1.867
C,United Kingdom-2013,United Kingdom,2013,FALSE,0.1966,0.1966,0.0535,0.0481,0.2444,0.2719,1.1124
C,United Kingdom-2014,United Kingdom,2014,FALSE,0.1247,0.1246,0.012,0.0117,0.0942,0.0963,1.0229
C,United Kingdom-2021,United Kingdom,2021,FALSE,0.0271,0.0263,0.0264,0.0263,0.9704,0.9746,1.0043
C,United States-2013,United States,2013,FALSE,1,1,0.1132,0.1128,0.1128,0.1132,1.0033
C,United States-2014,United States,2014,FALSE,1,1,0.1332,0.1328,0.1328,0.1332,1.0031
C,United States-2015,United States,2015,FALSE,1,1,0.1755,0.175,0.175,0.1755,1.0027
C,United States-2016,United States,2016,FALSE,0.959,0.9585,0.2548,0.2541,0.265,0.2657,1.0024
C,United States-2017,United States,2017,FALSE,0.8433,0.843,0.3529,0.3522,0.4176,0.4184,1.0019
C,United States-2018,United States,2018,FALSE,0.6125,0.61240000000000006,0.3787,0.3783,0.6176,0.6183,1.0013
C,United States-2019,United States,2019,FALSE,0.4143,0.4142,0.3121,0.3119,0.7528,0.7533,1.0007
C,United States-2020,United States,2020,FALSE,0.2434,0.2433,0.2434,0.2433,0.9996,1,1.0004
C,United States-2021,United States,2021,FALSE,0.1287,0.1255,0.1256,0.1255,0.9752,0.9754,1.0003
